"Species","Time","TFactor","StDev","X","Xspt","Xest","N.0.00","N.0.98"
"Oxyura jamaicensis",1980,0.18,0.077,6,6,6,58,0
"Pandion haliaetus",1980,0.304,0.018,322,321.8,321.8,1303,92
"Parula americana",1980,0.368,0.022,336,336,336,999,111
"Passer domesticus",1980,0.709,0.015,3984,3984,3984,4742,2907
"Anas discors",1980,0.287,0.014,433,432.8,432.8,1929,114
"Passerculus sandwichensis",1980,0.484,0.01,2862,2862,2862,4461,1889
"Passerina caerulea",1980,0.404,0.21,4,4,4,58,0
"Passerina cyanea",1980,0.617,0.012,4070,4070,4070,5043,2848
"Perdix perdix",1980,0.14,0.024,36,36,36,253,13
"Perisoreus canadensis",1980,0.273,0.03,94,94,94,308,30
"Petrochelidon pyrrhonota",1980,0.331,0.01,1203,1203,1203,3601,471
"Phalacrocorax auritus",1980,0.199,0.047,20,20,20,155,1
"Phasianus colchicus",1980,0.428,0.012,1623,1623,1623,3440,905
"Pheucticus ludovicianus",1980,0.747,0.016,4459,4459,4459.1,5045,3205
"Picoides arcticus",1980,0.258,0.025,113,113,113,523,31
"Anas platyrhynchos",1980,0.434,0.009,3023,3023,3023,4984,1798
"Picoides dorsalis",1980,0.266,0.06,22,22,22,157,1
"Picoides pubescens",1980,0.67,0.013,4344,4344,4344,5058,3107
"Picoides villosus",1980,0.476,0.009,3581,3581,3581,5043,2278
"Pipilo erythrophthalmus",1980,0.553,0.011,3589,3589,3589,4762,2531
"Piranga olivacea",1980,0.616,0.012,4110,4110,4110.1,5033,2822
"Piranga rubra",1980,0.402,0.247,3,3,3,35,0
"Plegadis falcinellus",1980,0.275,0.044,44,44,44,180,10
"Podilymbus podiceps",1980,0.258,0.02,174,174,174,1234,13
"Poecile atricapillus",1980,1.272,0.041,4907,4907,4907,5058,3513
"Poecile hudsonicus",1980,0.39,0.038,122,122,122,401,22
"Anas platyrhynchos x A. rubripes",1980,0.331,0.042,70,70,70,476,6
"Polioptila caerulea",1980,0.356,0.013,836,836,836,2724,215
"Pooecetes gramineus",1980,0.344,0.011,1061,1061,1061,3376,342
"Porzana carolina",1980,0.295,0.02,232,232,232,1401,25
"Progne subis",1980,0.327,0.012,906,906,906,2658,424
"Protonotaria citrea",1980,0.26,0.06,21,21,21,185,0
"Quiscalus major",1980,1.146,1.003,2,2,2,12,0
"Quiscalus quiscula",1980,1.005,0.026,4786,4786,4786,5058,3442
"Rallus elegans",1980,0.174,0.082,5,5,5,39,0
"Rallus limicola",1980,0.299,0.015,443,443,443,2254,106
"Rallus longirostris",1980,0.244,0.036,53,53,53,234,15
"Anas rubripes",1980,0.34,0.011,1045,1045,1045,3889,219
"Regulus calendula",1980,0.373,0.03,184,184,184,588,59
"Regulus satrapa",1980,0.336,0.012,932,932,932,3055,258
"Riparia riparia",1980,0.332,0.008,1880,1878.8,1878.8,4679,721
"Rynchops niger",1980,0.249,0.048,32,32,32,137,15
"Sayornis phoebe",1980,0.607,0.012,4076,4076,4076,5003,2889
"Scolopax minor",1980,0.339,0.008,1811,1811,1811,4627,727
"Seiurus aurocapilla",1980,0.586,0.011,3880,3880,3880,5039,2411
"Seiurus motacilla",1980,0.367,0.012,1005,1005,1005,2842,337
"Seiurus noveboracensis",1980,0.324,0.01,1080,1080,1080,3806,264
"Setophaga ruticilla",1980,0.599,0.012,4109,4109,4109,5056,2778
"Accipiter gentilis",1980,0.322,0.016,417,417,417,2218,58
"Anas strepera",1980,0.235,0.024,101,101,101,498,28
"Sialia sialis",1980,0.362,0.008,2311,2311,2311,4641,1204
"Sitta canadensis",1980,0.391,0.011,1620,1620,1620,4078,630
"Sitta carolinensis",1980,0.558,0.011,4062,4062,4062,5044,2944
"Sphyrapicus varius",1980,0.457,0.011,2098,2098,2098,3844,1078
"Spinus pinus",1980,0.283,0.015,389,389,389,2031,76
"Spinus tristis",1980,0.89,0.02,4683,4683,4683,5058,3393
"Spiza americana",1980,5.802,6.168,1,1,1,14,0
"Spizella pallida",1980,0.276,0.065,21,21,21,117,2
"Spizella passerina",1980,0.872,0.02,4647,4647,4647,5055,3332
"Spizella pusilla",1980,0.568,0.011,3719,3719,3719,4849,2657
"Aquila chrysaetos",1980,0.198,0.074,8,8,8,52,0
"Stelgidopteryx serripennis",1980,0.3,0.008,1498,1498,1498,4457,521
"Sterna dougallii",1980,0.181,0.048,16,16,16,102,7
"Sterna forsteri",1980,0.522,0.591,1,1,1,12,0
"Sterna hirundo",1980,0.399,0.041,115,115,115,366,37
"Sternula antillarum",1980,0.345,0.042,85,84,84,206,42
"Strix varia",1980,0.314,0.01,1030,1030,1030,3625,233
"Sturnella magna",1980,0.558,0.012,3313,3313,3313,4607,2333
"Sturnella neglecta",1980,0.145,0.061,6,6,6,71,0
"Sturnus vulgaris",1980,0.806,0.018,4391,4391,4391,4967,3172
"Tachycineta bicolor",1980,0.721,0.015,4435,4435,4435,5056,3092
"Archilochus colubris",1980,0.467,0.009,3344,3344,3344,4958,2001
"Thryothorus ludovicianus",1980,0.332,0.021,291,291,291,1201,91
"Toxostoma rufum",1980,0.442,0.009,3168,3168,3168,4916,1952
"Tringa semipalmata",1980,0.434,0.08,39,39,39,139,12
"Troglodytes aedon",1980,0.717,0.015,4188,4188,4188,4917,3078
"Troglodytes troglodytes",1980,0.402,0.013,1168,1168,1168,3247,379
"Turdus migratorius",1980,1.426,0.054,4940,4940,4939.9,5058,3503
"Tyrannus tyrannus",1980,0.824,0.018,4579,4579,4579,5054,3288
"Tyto alba",1980,0.351,0.034,118,118,118,689,14
"Vermivora chrysoptera",1980,0.313,0.014,550,550,550,2429,115
"Vermivora chrysoptera x V. pinus",1980,0.508,0.087,39,39,39,290,0
"Ardea alba",1980,0.442,0.063,62,62,62,230,8
"Vermivora peregrina",1980,0.291,0.059,27,27,27,195,3
"Vermivora pinus",1980,0.412,0.011,1782,1782,1782,3424,1025
"Vermivora pinus x V. chrysoptera",1980,0.329,0.03,125,125,125,906,3
"Vermivora ruficapilla",1980,0.365,0.01,1417,1417,1417,3723,481
"Vireo flavifrons",1980,0.349,0.009,1622,1622,1622,4003,653
"Vireo gilvus",1980,0.462,0.01,3003,3003,3003,4656,1878
"Vireo griseus",1980,0.368,0.031,170,170,170,503,73
"Vireo olivaceus",1980,0.993,0.024,4777,4777,4777,5056,3410
"Vireo philadelphicus",1980,0.206,0.031,46,46,46,380,4
"Vireo solitarius",1980,0.45,0.012,1809,1809,1809,3822,742
"Ardea herodias",1980,0.433,0.009,3019,3018,3018,4805,1716
"Wilsonia canadensis",1980,0.379,0.01,1622,1622,1622,3856,631
"Wilsonia citrina",1980,0.332,0.018,401,401,401,1513,118
"Wilsonia pusilla",1980,0.213,0.134,3,3,3,22,0
"Zenaida macroura",1980,0.756,0.016,4179,4179,4179,4834,3016
"Zonotrichia albicollis",1980,0.507,0.012,2221,2221,2221,3817,1121
"Asio flammeus",1980,0.253,0.046,33,33,33,258,4
"Asio otus",1980,0.253,0.03,79,79,79,666,10
"Aythya affinis",1980,0.175,0.106,3,3,3,33,0
"Aythya americana",1980,4.326,2.806,6,6,6,17,0
"Aythya collaris",1980,0.181,0.027,46,46,46,392,4
"Accipiter striatus",1980,0.337,0.012,807,807,807,3567,113
"Aythya marila",1980,0.183,0.139,2,2,2,15,0
"Aythya valisineria",1980,NA,NA,1,1,NA,0,0
"Baeolophus bicolor",1980,0.397,0.011,1479,1479,1479,3148,837
"Bartramia longicauda",1980,0.314,0.016,455,455,455,2030,118
"Bombycilla cedrorum",1980,0.948,0.023,4698,4698,4698,5041,3349
"Bonasa umbellus",1980,0.453,0.009,2988,2988,2988,4769,1607
"Botaurus lentiginosus",1980,0.294,0.014,508,508,508,2408,103
"Branta canadensis",1980,0.367,0.012,1015,1015,1015,3100,445
"Bubo virginianus",1980,0.358,0.009,1846,1845,1845,4510,775
"Bubulcus ibis",1980,0.257,0.069,16,16,16,100,0
"Actitis macularius",1980,0.353,0.009,1929,1929,1929,4831,724
"Bucephala albeola",1980,0.183,0.139,2,2,2,15,0
"Bucephala clangula",1980,0.214,0.048,22,22,22,145,5
"Buteo jamaicensis",1980,0.499,0.01,3525,3525,3525,4985,2423
"Buteo lineatus",1980,0.289,0.012,666,666,666,3117,106
"Buteo platypterus",1980,0.412,0.01,1874,1874,1874,4212,752
"Butorides virescens",1980,0.382,0.008,2409,2409,2409,4627,1307
"Caprimulgus carolinensis",1980,0.626,0.155,20,20,20,99,0
"Caprimulgus vociferus",1980,0.313,0.014,534,534,534,2295,93
"Cardinalis cardinalis",1980,0.599,0.013,3384,3384,3384,4515,2406
"Carpodacus mexicanus",1980,0.478,0.011,2726,2726,2725.9,4405,1693
"Aegolius acadicus",1980,0.265,0.025,124,124,124,902,7
"Carpodacus purpureus",1980,0.436,0.009,2992,2992,2992,4835,1717
"Cathartes aura",1980,0.356,0.008,2044,2044,2044,4345,1013
"Catharus bicknelli",1980,0.452,0.087,34,34,34,179,4
"Catharus fuscescens",1980,0.629,0.012,4084,4084,4084,5032,2685
"Catharus guttatus",1980,0.449,0.011,1992,1992,1992,3973,926
"Catharus ustulatus",1980,0.444,0.019,691,691,691,1602,303
"Certhia americana",1980,0.367,0.009,1942,1942,1942,4590,758
"Chaetura pelagica",1980,0.418,0.008,2988,2988,2988,5017,1710
"Charadrius melodus",1980,0.358,0.048,72,71,71,199,31
"Charadrius vociferus",1980,0.581,0.012,3735,3735,3735,4911,2560
"Agelaius phoeniceus",1980,1.065,0.028,4818,4818,4818,5058,3453
"Chlidonias niger",1980,0.198,0.024,72,72,72,452,26
"Chordeiles minor",1980,0.265,0.013,439,439,439,2327,90
"Circus cyaneus",1980,0.313,0.011,879,879,879,3111,266
"Cistothorus palustris",1980,0.317,0.016,421,421,421,1845,75
"Cistothorus platensis",1980,0.279,0.04,54,54,54,364,5
"Coccothraustes vespertinus",1980,0.31,0.021,237,237,237,1067,57
"Coccyzus americanus",1980,0.348,0.011,1212,1212,1212,3516,413
"Coccyzus erythropthalmus",1980,0.343,0.008,1857,1857,1857,4529,795
"Colaptes auratus",1980,0.873,0.02,4669,4669,4669,5058,3375
"Colinus virginianus",1980,0.339,0.024,228,228,228,811,125
"Aix sponsa",1980,0.323,0.008,1833,1833,1833,4800,616
"Columba livia",1980,0.582,0.012,3586,3586,3586,4638,2559
"Contopus cooperi",1980,0.36,0.018,466,466,466,1273,182
"Contopus virens",1980,0.67,0.013,4338,4338,4338,5056,3128
"Corvus brachyrhynchos",1980,0.938,0.023,4723,4723,4723,5058,3399
"Corvus corax",1980,0.282,0.017,303,303,303,1113,84
"Corvus ossifragus",1980,0.421,0.034,200,200,200,453,90
"Cyanocitta cristata",1980,1.29,0.042,4912,4912,4911.9,5058,3505
"Cygnus olor",1980,0.386,0.029,213,213,213,512,105
"Dendroica caerulescens",1980,0.453,0.012,1667,1667,1667,3413,761
"Dendroica castanea",1980,0.218,0.04,32,32,32,282,5
"Ammodramus caudacutus",1980,0.329,0.044,68,68,68,236,21
"Dendroica cerulea",1980,0.282,0.018,264,264,264,1398,34
"Dendroica coronata",1980,0.471,0.012,2001,2001,2001,3844,883
"Dendroica discolor",1980,0.341,0.014,699,699,699,2018,321
"Dendroica dominica",1980,13.702,20.399,3,3,3,8,0
"Dendroica fusca",1980,0.431,0.012,1646,1646,1646,3555,703
"Dendroica magnolia",1980,0.436,0.012,1613,1613,1613,3486,655
"Dendroica palmarum",1980,NA,NA,1,1,NA,0,0
"Dendroica pensylvanica",1980,0.519,0.01,3493,3493,3493.1,4921,2195
"Dendroica petechia",1980,0.745,0.016,4361,4361,4361,4983,3189
"Dendroica pinus",1980,0.267,0.015,339,339,339,1799,78
"Ammodramus henslowii",1980,0.292,0.017,324,324,324,1682,47
"Dendroica striata",1980,0.304,0.03,115,115,115,555,18
"Dendroica tigrina",1980,0.246,0.062,18,18,18,139,3
"Dendroica virens",1980,0.47,0.011,2278,2278,2278,4096,1160
"Dolichonyx oryzivorus",1980,0.535,0.011,3283,3283,3283,4622,2291
"Dryocopus pileatus",1980,0.398,0.009,2582,2582,2582,4692,1312
"Dumetella carolinensis",1980,0.926,0.022,4687,4687,4687,5054,3374
"Egretta caerulea",1980,0.29,0.073,18,18,18,117,0
"Egretta thula",1980,0.322,0.037,90,90,90,249,32
"Egretta tricolor",1980,0.465,0.204,9,9,9,33,4
"Empidonax alnorum",1980,0.338,0.008,1861,1861,1861,4554,770
