"Location","Loc_no","No_spp","Phi_in","Alpha","Wgt_n2","Phi_out","Spnum_in","Spnum_out","Iter"
"ID1023",28,66,0.849,3.71,3,0.92,73.6,93.8,8
"ID1024",29,87,0.89,1.94,3.16,0.92,85.7,94.9,3
"ID1025",30,89,0.896,1.87,3.14,0.92,89.7,98.1,3
"ID1026",31,92,0.914,1.14,3.32,0.92,88.7,90.2,3
"ID1027",32,87,0.884,2.13,3.82,0.92,81.7,91.9,4
"ID1028",33,67,0.886,2.86,3.83,0.92,70.1,81.9,5
"ID1029",34,67,0.835,4.55,5.32,0.92,68.5,91.2,4
"ID103",35,64,0.829,6.88,3.14,0.92,64,92.5,4
"ID1030",36,77,0.849,2.99,3.65,0.92,73.5,89.7,4
"ID1031",37,79,0.833,4.78,5.08,0.92,71.7,96.9,4
"ID1032",38,67,0.861,3.73,4.3,0.92,74,92.9,5
"ID1033",39,77,0.826,4.04,4.68,0.92,70.8,93.8,5
"ID1034",40,84,0.889,2.19,2.38,0.92,86.1,96.8,4
"ID1035",41,54,0.835,5.9,3.63,0.92,68.5,98.5,37
"ID1036",42,96,0.85,2.34,3.4,0.92,81.6,96.2,53
"ID1037",43,87,0.86,2.17,3.97,0.92,84.1,97,7
"ID1038",44,93,0.88,2.68,4.23,0.92,87.4,102.1,3
"ID1039",45,65,0.819,4.57,2.9,0.92,64.4,87.8,2
"ID104",46,66,0.829,6.26,3.28,0.92,62.4,87,8
"ID1040",47,75,0.812,2.88,3.42,0.92,69.3,87.9,61
"ID1041",48,49,0.774,6.48,4.65,0.92,58.7,92.5,46
"ID1042",49,76,0.861,4.35,4.46,0.92,72.9,93.6,4
"ID1043",50,54,0.875,2.15,2.95,0.92,56.8,64.6,4
"ID1044",51,49,0.846,7.44,2.5,0.92,59,87.2,7
"ID1046",52,57,0.818,4.78,3.45,0.92,59.9,82.5,4
"ID1047",53,76,0.891,1.93,2.19,0.92,78.1,86.2,5
"ID1048",54,77,0.884,2.13,3.82,0.92,81.7,91.9,4
"ID1049",55,67,0.862,3.77,2.87,0.92,73.3,92.1,4
"ID105",56,88,0.798,3.67,4.29,0.92,81,108.6,11
"ID1050",57,79,0.822,3.05,4.48,0.92,83,105.3,51
"ID1051",58,81,0.846,3.2,3.54,0.92,84.5,105.2,5
"ID1052",59,95,0.873,2.2,4.32,0.92,91.1,104,5
"ID1054",60,76,0.888,3.05,2.8,0.92,80.2,94.2,7
"ID1055",61,79,0.871,2.55,4.56,0.92,69.8,81.6,4
"ID1056",62,89,0.868,2.24,4.01,0.92,82.2,94.4,5
"ID1057",63,88,0.842,2.38,2.87,0.92,96.8,115.2,33
"ID1058",64,62,0.838,2.94,4.42,0.92,83.7,103.7,13
"ID1059",65,107,0.859,2.32,4.8,0.92,89.7,104.8,8
"ID106",66,87,0.775,3.41,3.69,0.92,81.6,111,73
"ID1060",67,58,0.784,4.75,3.71,0.92,57.8,82.9,4
"ID1061",68,58,0.828,3.34,2.91,0.92,56,71.6,5
"ID1062",69,85,0.864,2.06,3.27,0.92,78.4,89.5,18
"ID1064",70,69,0.858,4.85,4.53,0.92,69.2,90.9,4
"ID1065",71,69,0.908,1.36,3.59,0.92,67.4,70.3,4
"ID1066",72,87,0.888,1.83,3.57,0.92,84.2,92.6,4
"ID1067",73,64,0.864,3.58,4.07,0.92,72.4,89.7,4
"ID1068",74,84,0.858,2.28,4.12,0.92,80.7,93.8,7
"ID1069",75,68,0.835,3.27,4.07,0.92,71.9,91,8
"ID107",76,88,0.847,2.25,2.86,0.92,81.7,96,10
"ID1070",77,99,0.859,2.32,4.8,0.92,89.7,104.8,8
"ID1071",78,52,0.79,7.97,3.14,0.92,56.4,89.9,6
"ID1072",79,53,0.827,2.91,3.09,0.92,55.3,69.1,20
"ID1073",80,58,0.807,5.01,3.91,0.92,69.1,98.6,8
"ID1074",81,86,0.859,3.18,4.06,0.92,76.5,93.7,4
"ID1075",82,66,0.82,4.22,2.72,0.92,64.3,85.9,4
"ID1076",83,79,0.86,2.82,4.19,0.92,75.3,90.3,3
"ID1077",84,72,0.859,2.58,4.17,0.92,78.1,92.6,6
"ID1078",85,77,0.861,3.21,4.12,0.92,79.9,98,5
"ID1079",86,80,0.866,2.91,3.35,0.92,79.6,95.4,4
"ID108",87,60,0.771,4.53,3.96,0.92,69,99.7,27
"ID1080",88,76,0.883,4.69,2.99,0.92,82,103.3,6
"ID1081",89,54,0.86,4.66,2.83,0.92,64.2,84.3,7
"ID1082",90,76,0.882,2.74,4,0.92,74.3,86.6,5
"ID1083",91,75,0.873,2.88,4.58,0.92,75.2,89.2,4
"ID1084",92,82,0.863,1.96,2.65,0.92,70.3,79.7,63
"ID1085",93,85,0.886,1.9,4.34,0.92,87.4,96.7,3
"ID1086",94,92,0.856,1.91,3.51,0.92,78.4,89.1,65
"ID1087",95,95,0.781,4.66,3.77,0.92,75.6,109.3,15
"ID1088",96,58,0.822,5.18,2.98,0.92,57.1,79.4,3
"ID1089",97,55,0.801,4.78,3.68,0.92,55.2,78.1,9
"ID1091",98,61,0.859,4.12,2.92,0.92,62.8,79.3,6
"ID1092",99,59,0.82,7.86,2.69,0.92,67.5,102.2,5
"ID1093",100,81,0.917,1.14,2.36,0.92,79.6,80.9,5
"ID1094",101,77,0.877,2.36,4.52,0.92,81.8,93.9,4
"ID1095",102,72,0.801,5.24,4.84,0.92,81.2,117.3,40
"ID1096",103,58,0.83,3.05,3.73,0.92,57.7,72.6,15
"ID1097",104,71,0.825,3.77,3.32,0.92,64.8,84.6,3
"ID1099",105,90,0.778,3.97,4.71,0.92,76.2,106.7,63
"ID11",106,77,0.823,2.83,4.43,0.92,79.4,98.6,5
"ID110",107,87,0.812,3.54,3.43,0.92,71.7,94.8,37
"ID1100",108,69,0.877,2.32,2.53,0.92,73.4,84.1,4
"ID1101",109,77,0.86,2.55,3.2,0.92,75.3,89.1,6
"ID1102",110,83,0.828,2.52,3.53,0.92,71,86.5,54
"ID1103",111,74,0.779,4.3,4.62,0.92,69.1,97.6,30
"ID1104",112,81,0.872,2.52,4.07,0.92,80.2,93.5,4
"ID1105",113,83,0.876,2.37,3.85,0.92,83.1,95.7,3
"ID1106",114,88,0.888,1.79,3.48,0.92,88.2,96.6,4
"ID1107",115,79,0.914,1.18,2.46,0.92,76.6,78.2,3
"ID1108",116,72,0.863,3.99,3.06,0.92,77.8,98.5,6
"ID1109",117,65,0.815,4.52,4.07,0.92,62.7,85.5,4
"ID111",118,52,0.834,7.04,2.03,0.92,52,74,5
"ID1110",119,61,0.818,3.4,4.94,0.92,64.7,84.1,16
"ID1111",120,64,0.834,3.17,4.25,0.92,63.7,80.2,7
"ID1112",121,71,0.85,2.71,3.02,0.92,68.7,82.9,13
"ID1113",122,69,0.86,3.87,2.5,0.92,67.6,84.2,7
"ID1114",123,76,0.875,2.62,3.3,0.92,73,85.3,4
"ID1115",124,70,0.849,2.74,3.83,0.92,72.7,87.9,9
"ID1116",125,71,0.837,3.8,3.71,0.92,71.2,92.3,3
"ID1117",126,65,0.822,3.88,4.68,0.92,71.2,94.2,8
"ID1118",127,74,0.847,3.01,3.95,0.92,69,84.8,4
"ID1119",128,52,0.825,4.47,3.39,0.92,60.6,81.9,4
"ID112",129,61,0.803,29.08,2.43,0.92,58.5,102.7,10
"ID1120",130,66,0.87,5.83,2.29,0.92,63.3,81.6,14
"ID1121",131,61,0.81,4.25,4.15,0.92,63.7,86.7,7
"ID1122",132,84,0.865,2.39,3.02,0.92,78.7,91.8,6
"ID1123",133,82,0.86,2.85,4.2,0.92,81.9,98.5,2
"ID1124",134,71,0.873,3.26,2.37,0.92,69.8,83.8,7
"ID1125",135,75,0.86,3.72,2.93,0.92,70.3,87.7,4
"ID1126",136,64,0.87,2.49,3.31,0.92,64.2,74.8,2
"ID1127",137,57,0.839,3.34,4.08,0.92,57.9,73.2,8
"ID1128",138,85,0.816,4.13,3.49,0.92,69.7,94.2,9
"ID1129",139,57,0.807,5.01,3.91,0.92,69.1,98.6,8
"ID113",140,41,0.707,7.34,3.42,0.92,52.1,91.1,53
"ID1130",141,99,0.781,5.68,4.87,0.92,68,102.5,29
"ID1131",142,66,0.861,2.58,3.65,0.92,77.7,91.9,7
"ID1132",143,84,0.832,3.47,5.37,0.92,74,94.8,6
"ID1134",144,78,0.872,2.38,3.95,0.92,80.9,93.7,2
"ID1135",145,92,0.847,2.66,4.63,0.92,86.5,104.4,6
"ID1136",146,65,0.863,3.15,3.95,0.92,66.5,80.8,4
"ID1137",147,64,0.822,4.43,2.96,0.92,66.1,88.5,2
"ID1138",148,61,0.776,5,4.2,0.92,69,101.1,10
"ID1139",149,68,0.882,1.95,2.48,0.92,63.2,70.3,5
"ID114",150,50,0.693,5.91,3.01,0.92,50.6,84.4,10
"ID1140",151,59,0.857,2.85,3.31,0.92,61.4,74,3
"ID1141",152,71,0.849,3.35,3.38,0.92,76,95.2,5
"ID1142",153,77,0.921,0.99,1.58,0.92,75.9,75.7,2
"ID1144",154,81,0.872,2.13,3.53,0.92,76.7,87.4,8
"ID1146",155,80,0.858,3.86,4.46,0.92,84.7,107.2,6
"ID1147",156,94,0.843,2.9,3.77,0.92,81.3,99.7,5
"ID1148",157,68,0.846,3.82,3.98,0.92,67.7,86.2,3
"ID1149",158,66,0.847,3.5,4.88,0.92,66.3,83.8,5
"ID115",159,56,0.741,12.42,3.59,0.92,54,94.9,5
"ID1151",160,59,0.882,1.95,2.48,0.92,63.2,70.3,5
"ID1152",161,71,0.851,3.67,3.96,0.92,67.4,85,3
"ID1153",162,54,0.802,5.54,3.89,0.92,57.2,82.8,3
"ID1154",163,41,0.768,4.45,3.24,0.92,61.5,89.4,4
"ID1155",164,56,0.755,6.2,3.51,0.92,62.2,98.9,44
"ID1156",165,81,0.829,3.13,4.61,0.92,75.6,95.4,9
"ID1157",166,70,0.848,3.82,4.32,0.92,76.7,97.7,4
"ID1158",167,88,0.849,3.56,4.52,0.92,76.3,96.4,5
"ID1159",168,77,0.88,1.74,3.09,0.92,77.2,84.9,7
"ID116",169,36,0.705,6.12,3.52,0.92,42,70,4
"ID1160",170,83,0.867,2.11,4.29,0.92,77,88,8
"ID1161",171,79,0.872,2.13,3.53,0.92,76.7,87.4,8
"ID1162",172,79,0.866,3.19,4.24,0.92,80.4,97.6,4
"ID1163",173,82,0.854,2.86,4.26,0.92,81.9,99.1,5
"ID1164",174,80,0.88,2.13,3.09,0.92,82.4,93.2,3
"ID1165",175,78,0.808,3.5,3.91,0.92,82.3,108.5,15
"ID1166",176,88,0.818,3.27,3.96,0.92,79.5,102.5,30
"ID1167",177,68,0.827,3.98,3.99,0.92,70.2,92.7,4
"ID1168",178,64,0.795,4.54,4.62,0.92,59,83.2,14
"ID1169",179,67,0.8,4.26,3.03,0.92,59.6,81.5,4
"ID117",180,52,0.704,7,4.21,0.92,47.7,82.2,6
"ID1170",181,74,0.785,4.49,2.48,0.92,72,100.9,5
"ID1171",182,60,0.736,4.25,4.32,0.92,65.3,97.3,60
"ID1172",183,46,0.745,4.68,4.81,0.92,64.8,98,72
"ID1173",184,78,0.85,2.51,3.03,0.92,70.1,83.4,5
"ID1174",185,76,0.833,3.2,5.12,0.92,66.2,83.6,10
"ID1175",186,61,0.852,3.47,4.05,0.92,69.2,86.5,3
"ID1176",187,62,0.863,4.78,4.23,0.92,68.8,89.5,4
"ID1177",188,76,0.86,3.18,3.74,0.92,76,92.7,3
"ID1179",189,42,0.767,4.71,3.75,0.92,60.2,88.8,14
"ID118",190,52,0.812,3.54,3.43,0.92,71.7,94.8,37
"ID1180",191,60,0.841,3.55,4.48,0.92,64.6,81.9,3
"ID1182",192,53,0.798,7.53,4.05,0.92,56.1,86.5,7
"ID1183",193,62,0.793,3.98,4.15,0.92,60.7,83.5,29
"ID1184",194,83,0.819,3.14,3.47,0.92,73.3,93.5,6
"ID1185",195,74,0.882,1.85,2.37,0.92,69.7,77.1,5
"ID1186",196,81,0.838,3.2,3.98,0.92,72,90.4,8
"ID1187",197,68,0.853,3.67,4.03,0.92,74,93.5,5
"ID1188",198,84,0.865,3.45,3.12,0.92,78.9,96.5,7
"ID1189",199,72,0.849,4.68,4.87,0.92,72.4,95.9,6
"ID119",200,65,0.864,3.13,3.02,0.92,65.3,79.3,4
"ID1190",201,93,0.854,2.96,3,0.92,88.4,107.2,3
"ID1191",202,117,0.835,2.31,3.37,0.92,94,112.1,69
"ID1192",203,66,0.808,5.29,3.06,0.92,59,82.8,4
"ID1194",204,58,0.808,5.15,2.33,0.92,60,84.2,3
"ID1195",205,54,0.79,6.51,4.01,0.92,66.4,101.5,10
"ID1196",206,69,0.84,2.67,3.33,0.92,73.5,89.2,13
"ID1197",207,58,0.74,6.07,3.58,0.92,59.8,94.7,7
"ID1198",208,68,0.804,3.67,4.28,0.92,66.7,89,8
"ID1199",209,71,0.865,2.17,2.87,0.92,75,86,17
"ID120",210,63,0.836,3.94,3.88,0.92,64.2,83.3,3
"ID1200",211,76,0.861,2.3,4.36,0.92,77.1,89.6,9
"ID1201",212,78,0.854,2.63,3.27,0.92,73,87.4,6
"ID1203",213,79,0.849,2.5,2.77,0.92,79.8,95.3,63
"ID1204",214,67,0.88,5.05,2.84,0.92,72.2,91.7,9
"ID1205",215,105,0.913,1.09,1.82,0.92,99.4,100.8,29
"ID1206",216,78,0.879,2.68,2.98,0.92,75.3,88,3
"ID1207",217,84,0.757,4.3,4.56,0.92,59.6,86.9,56
"ID1208",218,47,0.762,3.4,4.03,0.92,60.9,84.2,72
"ID1209",219,62,0.841,3.55,4.48,0.92,64.6,81.9,3
"ID121",220,45,0.771,8.6,2.43,0.92,52.6,89.2,56
"ID1210",221,77,0.845,2.31,3.5,0.92,73.5,86.9,38
"ID1211",222,81,0.849,2.17,4.73,0.92,74.6,87.1,18
"ID1212",223,61,0.856,3.31,2.93,0.92,59.7,73.7,3
"ID1213",224,64,0.857,4.1,2.49,0.92,69.9,89.4,5
"ID1214",225,79,0.861,3.55,3.85,0.92,77.1,95.8,4
"ID1215",226,80,0.861,2.18,3.5,0.92,76.1,87.8,6
"ID1217",227,79,0.859,2.81,4.12,0.92,82.5,99.2,4
"ID1218",228,65,0.862,2.8,3.31,0.92,73,87.6,5
"ID1219",229,76,0.827,5.82,3.87,0.92,71.7,98.8,9
"ID122",230,76,0.81,3.82,3.28,0.92,68,90.7,4
"ID1220",231,46,0.804,4.26,3.46,0.92,55.6,76.1,4
"ID1221",232,60,0.854,2.39,2.4,0.92,57.4,67.5,5
"ID1222",233,96,0.8,2.72,3.8,0.92,78,98.9,46
"ID1223",234,56,0.812,4.41,2.55,0.92,61,83.5,4
"ID1224",235,79,0.844,2.37,2.47,0.92,72.7,86.2,4
"ID1225",236,69,0.836,3.09,3.26,0.92,65.7,82.3,17
"ID1226",237,50,0.845,3.56,2.85,0.92,52,65.9,3
"ID1227",238,44,0.734,6.88,3.18,0.92,60.2,101.4,34
"ID1228",239,59,0.805,4.62,4.26,0.92,62.5,86.7,7
"ID1229",240,67,0.846,2.81,3.12,0.92,72.7,88.5,7
"ID123",241,52,0.762,6.22,4.22,0.92,48.8,75.8,9
"ID1230",242,79,0.844,2.42,3.87,0.92,74.7,89.1,51
"ID1231",243,79,0.85,2.27,3.68,0.92,76,89.2,49
"ID1232",244,81,0.85,2.41,4.04,0.92,77.1,91.2,10
"ID1233",245,71,0.902,1.84,3.06,0.92,71.6,77.8,6
"ID1234",246,63,0.904,2.45,3,0.92,70.5,79.2,6
"ID1236",247,80,0.871,2.47,2.5,0.92,76.4,88.7,3
"ID1237",248,64,0.844,3.72,3.43,0.92,69.3,88.9,6
"ID1238",249,85,0.851,3.06,4.28,0.92,77.6,95.5,4
"ID1239",250,64,0.785,7.76,4.9,0.92,62.8,97.9,4
"ID124",251,70,0.831,13.53,2.76,0.92,70,111.6,6
"ID1240",252,65,0.812,4.41,2.55,0.92,61,83.5,4
"ID1241",253,68,0.845,4.05,4.67,0.92,65.4,84.7,5
"ID1242",254,64,0.828,3.7,4.31,0.92,65.7,85.6,9
"ID1243",255,60,0.811,3.88,3.52,0.92,66.5,89.2,20
"ID1244",256,91,0.873,1.92,4.12,0.92,82.7,92.6,9
"ID1245",257,74,0.865,3.19,3.45,0.92,75,91.1,4
"ID1249",258,77,0.868,3.39,3.66,0.92,71.5,87.3,5
"ID125",259,55,0.793,5.13,2.83,0.92,69.5,101.6,19
"ID1250",260,63,0.86,3.78,3.88,0.92,69.1,86.8,3
"ID1251",261,62,0.857,5.69,4.15,0.92,69.3,92.8,6
"ID1252",262,90,0.919,1.01,2,0.92,86.7,86.9,3
"ID1253",263,76,0.853,3.67,4.03,0.92,74,93.5,5
"ID1254",264,86,0.913,1.17,3.19,0.92,84.7,86.6,3
"ID1255",265,69,0.854,4.19,4.64,0.92,70.5,90.8,4
"ID1256",266,73,0.821,4.83,4.61,0.92,73.3,100.6,5
"ID1257",267,56,0.818,4.37,3.51,0.92,55.2,74.3,3
"ID1258",268,53,0.769,4.87,3.7,0.92,73.4,108.9,18
"ID1259",269,97,0.779,3.81,3.88,0.92,79.5,110.4,61
"ID126",270,59,0.812,4.12,4,0.92,59.1,80,7
"ID1260",271,59,0.808,5.15,2.33,0.92,60,84.2,3
"ID1261",272,59,0.874,5.73,2.51,0.92,64,84.8,7
"ID1262",273,37,0.774,6.68,2.43,0.92,55.6,88.3,3
"ID1263",274,79,0.895,1.9,3.61,0.92,79.9,87.6,4
"ID1264",275,84,0.891,2.06,3.13,0.92,80.7,89.7,4
"ID1265",276,69,0.842,7.42,3.44,0.92,68.2,98,5
"ID1266",277,79,0.849,3.12,3.93,0.92,76.1,94.1,5
"ID1268",278,81,0.847,2.66,3.67,0.92,79,95.2,13
"ID1269",279,70,0.859,6.45,3.29,0.92,72.8,97.9,10
"ID127",280,27,0.627,10.36,3.26,0.92,40.8,87.8,11
"ID1270",281,85,0.846,2.81,3.18,0.92,80.2,97.8,15
"ID1271",282,45,0.816,5.15,3.06,0.92,55.8,78.3,4
"ID1272",283,59,0.849,17.83,2.84,0.92,55.9,85,20
"ID1273",284,36,0.737,12.38,3.67,0.92,43.1,79,4
"ID1274",285,42,0.72,5.69,4.78,0.92,47.2,76.8,41
"ID1275",286,77,0.868,3.16,5.1,0.92,80.2,97.1,3
"ID1276",287,85,0.881,2.22,3.64,0.92,80.9,91.9,4
"ID1277",288,80,0.85,2.46,2.4,0.92,75.7,89.6,5
"ID1278",289,78,0.876,2.3,2.28,0.92,77.2,88.7,5
"ID1279",290,74,0.839,3.87,3.89,0.92,76.4,98.7,4
"ID128",291,54,0.819,3.11,4.05,0.92,67.4,86.2,54
"ID1280",292,54,0.845,9.05,2.61,0.92,62,94.2,5
"ID1281",293,76,0.859,3.2,2.92,0.92,73.8,90.4,4
"ID1282",294,82,0.848,2.79,3.58,0.92,77.5,94.4,16
"ID1283",295,77,0.884,1.91,2.74,0.92,76.8,85.2,3
"ID1284",296,12,0.609,4.48,2.46,0.92,42.8,75.6,54
"ID1285",297,81,0.899,1.89,3.84,0.92,79.6,87,5
"ID1286",298,80,0.894,1.88,2.83,0.92,79.7,87.5,4
"ID1287",299,65,0.83,4.12,4.66,0.92,70,93.1,5
"ID1288",300,70,0.839,3.36,3.65,0.92,71.9,90.8,5
"ID1289",301,68,0.852,2.86,3.42,0.92,71,86.3,6
"ID129",302,53,0.762,6.22,4.22,0.92,48.8,75.8,9
"ID1290",303,65,0.866,4.65,3.39,0.92,69.8,90.2,5
"ID1291",304,80,0.899,1.89,3.84,0.92,79.6,87,5
"ID1292",305,64,0.862,3.14,2.99,0.92,67.1,81.8,4
"ID1293",306,79,0.838,4.86,4.03,0.92,69.8,93.3,4
"ID1294",307,75,0.891,1.91,5.2,0.92,75.9,83.8,3
"ID1295",308,74,0.854,3.01,5.58,0.92,73.4,89.7,5
"ID1296",309,69,0.869,2.16,3.55,0.92,70.1,80.2,8
"ID1297",310,62,0.847,6.96,2.86,0.92,68,96.4,5
"ID1298",311,68,0.868,5.55,3.15,0.92,69.7,91.4,6
"ID1299",312,83,0.857,2.85,3.53,0.92,79.6,96,5
"ID13",313,55,0.825,8.79,3.96,0.92,55.6,83.1,7
"ID130",314,32,0.762,8.33,5.32,0.92,48.6,79.5,4
"ID1300",315,71,0.836,3.65,3.72,0.92,80.1,103.4,13
"ID1301",316,91,0.873,2.29,3.31,0.92,79.1,90.9,5
"ID1302",317,78,0.836,2.98,3.36,0.92,78.3,97.7,56
"ID1303",318,58,0.777,4.63,3.57,0.92,60.2,86.8,9
"ID1304",319,53,0.811,3.7,2.98,0.92,63.5,84.5,11
"ID1305",320,51,0.815,7.71,3.31,0.92,62.3,96.9,18
"ID1306",321,54,0.815,3.57,3.06,0.92,62.3,81.7,9
"ID1307",322,90,0.846,2.53,4.07,0.92,78.2,93.7,24
"ID1308",323,68,0.832,3.68,3.93,0.92,79.6,103.2,6
"ID1309",324,75,0.838,3.13,4.03,0.92,70,87.9,18
"ID131",325,68,0.795,6.88,3.33,0.92,68.6,102.1,4
"ID1310",326,67,0.851,6.85,2.77,0.92,67.7,92.8,8
"ID1311",327,90,0.9,1.61,3.09,0.92,93,99.6,4
"ID1312",328,76,0.862,3,4.91,0.92,76.6,92.8,5
"ID1313",329,83,0.891,1.96,3.11,0.92,78.4,86.7,3
"ID1314",330,71,0.846,3.08,2.58,0.92,70.4,86.8,4
"ID1315",331,89,0.817,2.88,4.95,0.92,76,95.6,27
"ID1316",332,83,0.898,1.94,2.84,0.92,79.6,87.3,4
"ID1317",333,87,0.862,1.96,3.82,0.92,77.3,87.8,52
"ID1318",334,76,0.866,2,3.76,0.92,77.2,87.5,14
"ID1319",335,67,0.837,4.85,3.41,0.92,72.4,97.6,4
"ID132",336,52,0.773,4.79,4.42,0.92,61.7,90.1,17
"ID1320",337,84,0.817,2.88,4.95,0.92,76,95.6,27
"ID1321",338,88,0.898,1.43,2.62,0.92,80.9,85.5,6
"ID1322",339,87,0.93,0.72,3.53,0.92,86.7,83.4,4
"ID1323",340,85,0.902,1.33,2.11,0.92,81.3,84.9,5
"ID1324",341,72,0.864,3.99,3.77,0.92,78,98.4,4
"ID1326",342,15,0.452,21.22,2.79,0.92,22.3,92.2,74
"ID1327",343,78,0.881,2.34,3.4,0.92,79,90.2,3
"ID1328",344,78,0.6,4.58,4.05,0.92,51.7,90,83
"ID1329",345,57,0.54,7.61,4.06,0.92,43.7,92.4,40
"ID133",346,52,0.755,6.36,3.73,0.92,53.6,84.9,10
"ID1330",347,13,0.478,9.12,3.23,0.92,34.9,82.3,8
"ID1331",348,40,0.759,5.59,4.16,0.92,53.5,81.9,8
"ID1332",349,68,0.792,4.13,3.44,0.92,58.2,80.2,4
"ID1333",350,30,0.747,4.14,4.24,0.92,62.1,91.2,76
"ID1334",351,76,0.777,5.52,3.87,0.92,66.2,98.9,7
"ID1335",352,70,0.826,3,3.99,0.92,61.7,77.5,13
"ID1336",353,57,0.783,4.07,3.44,0.92,67.5,94.6,11
"ID1337",354,71,0.911,1.31,1.95,0.92,71,73.6,4
"ID1338",355,43,0.776,6.25,3.45,0.92,62.6,97.2,6
"ID1339",356,75,0.724,6.27,2.98,0.92,63.7,98.4,4
"ID134",357,79,0.83,2.61,3.42,0.92,65.6,80.3,66
"ID1340",358,66,0.796,8.61,4,0.92,60.7,94.3,5
"ID1341",359,65,0.805,6.46,3.44,0.92,70.5,104.3,5
"ID1342",360,61,0.817,6.36,3.1,0.92,70.5,102.8,5
"ID1343",361,55,0.804,4.27,3.45,0.92,62.8,86.4,7
"ID1344",362,54,0.848,6.5,3.82,0.92,48.4,67.5,5
"ID1345",363,41,0.846,47.53,3.55,0.92,48.9,97.4,10
"ID1346",364,44,0.848,6.5,3.82,0.92,48.4,67.5,5
"ID1347",365,71,0.837,3.26,4.7,0.92,71.1,89.4,4
"ID1348",366,68,0.876,1.86,2.51,0.92,66,73.5,3
"ID1349",367,79,0.895,1.62,2.52,0.92,77.7,83.5,3
"ID135",368,57,0.812,4.06,4.17,0.92,65.1,87.6,4
"ID1350",369,71,0.886,1.87,3.35,0.92,74.4,82.1,4
"ID1351",370,69,0.888,2.04,3.28,0.92,74.2,82.7,3
"ID1352",371,53,0.839,5.84,3.41,0.92,60.3,83.3,5
"ID1353",372,59,0.833,5.68,3.7,0.92,66.2,92.5,5
"ID1354",373,60,0.842,6.08,3.7,0.92,65.9,91.7,4
"ID1355",374,76,0.844,2.84,4.51,0.92,69.8,85.2,3
"ID1356",375,62,0.86,2.73,3.45,0.92,69.2,82.6,4
"ID1357",376,59,0.851,6.85,2.77,0.92,67.7,92.8,8
"ID1358",377,103,0.899,1.5,3.78,0.92,95.9,101.7,3
"ID1359",378,64,0.848,5.24,3.79,0.92,73.8,99.6,4
"ID136",379,54,0.736,5.17,5.24,0.92,59.2,90,7
"ID1360",380,65,0.887,1.82,2.84,0.92,70.2,77.3,4
"ID1361",381,85,0.861,2.08,3.68,0.92,76.7,87.9,10
"ID1362",382,89,0.818,2.82,3.01,0.92,74.7,93.5,19
"ID1363",383,62,0.86,2.73,3.45,0.92,69.2,82.6,4
"ID1364",384,66,0.883,3.17,3.45,0.92,75.2,89.6,5
"ID1365",385,90,0.881,2.14,3.85,0.92,86.9,98.1,3
"ID1366",386,51,0.556,6.72,3.58,0.92,44.5,92.1,56
"ID1367",387,69,0.905,5.32,2.04,0.92,72.8,90.1,11
"ID1368",388,84,0.904,1.65,2.91,0.92,83.4,89.2,5
"ID1369",389,87,0.867,1.88,3.48,0.92,78.9,88.5,7
"ID137",390,62,0.72,6.62,4.56,0.92,62.8,104.9,57
"ID1370",391,84,0.93,0.72,3.53,0.92,86.7,83.4,4
"ID1371",392,89,0.855,3.44,5.56,0.92,81.8,101.9,6
