"Location","Loc_no","No_spp","Phi_in","Alpha","Wgt_n2","Phi_out","Spnum_in","Spnum_out","Iter"
"ID1078",89,87,0.833,1.08,33.12,0.84,87.8,89.6,3
"ID1079",90,86,0.831,1.1,32.07,0.84,86.9,89,3
"ID108",91,43,0.629,3.73,30.58,0.84,60,100.2,5
"ID1080",92,81,0.802,1.45,36.24,0.84,85,94.4,3
"ID1081",93,71,0.753,2.31,26.93,0.84,76,98.3,3
"ID1082",94,90,0.822,1.18,29.48,0.84,86.7,90.7,4
"ID1083",95,104,0.825,1.15,31.31,0.84,86.9,90.2,4
"ID1084",96,72,0.772,2.18,26.98,0.84,73.3,91.9,4
"ID1085",97,93,0.81,1.37,31.95,0.84,85.7,93.4,3
"ID1086",98,52,0.744,2.47,31.72,0.84,66.4,88.1,4
"ID1087",99,109,0.806,1.5,32.38,0.84,91.7,102.2,4
"ID1088",100,71,0.795,1.63,29.76,0.84,77.5,88.9,3
"ID1089",101,70,0.788,1.8,29.56,0.84,75.6,89.3,4
"ID109",102,62,0.754,3,31.53,0.84,77,106.1,7
"ID1090",103,80,0.78,2.03,33.23,0.84,73.2,89.6,5
"ID1091",104,75,0.779,2.05,32.13,0.84,72.5,89,5
"ID1092",105,56,0.759,2.48,29.66,0.84,72.1,94.6,4
"ID1093",106,85,0.805,1.39,31.43,0.84,83.8,92.1,4
"ID1094",107,77,0.807,1.34,31.46,0.84,84.7,92.2,4
"ID1095",108,98,0.779,1.66,29.31,0.84,80.3,93.6,4
"ID1096",109,79,0.822,1.19,31.52,0.84,85.5,89.6,3
"ID1097",110,76,0.8,1.54,27.22,0.84,78.9,89,3
"ID1098",111,68,0.785,1.78,30.21,0.84,72.9,86.1,3
"ID1099",112,75,0.78,1.84,31.22,0.84,73.8,88.2,3
"ID11",113,40,0.577,5.1,29.48,0.84,54.5,106.4,5
"ID1100",114,75,0.758,2.39,30.01,0.84,70.9,92.1,4
"ID1101",115,61,0.761,2.35,30.61,0.84,71.6,92.4,4
"ID1102",116,72,0.792,1.53,32.49,0.84,74.7,84.6,4
"ID1103",117,69,0.803,1.41,29.93,0.84,78.5,86.6,4
"ID1104",118,82,0.829,1.13,32.72,0.84,86.8,89.6,3
"ID1105",119,80,0.806,1.37,29.12,0.84,83.8,91.7,4
"ID1106",120,80,0.811,1.29,31.71,0.84,85,91.5,4
"ID1107",121,88,0.755,2.06,28.22,0.84,79.6,99.8,4
"ID1108",122,95,0.772,1.76,27.2,0.84,86.3,102.6,4
"ID1109",123,94,0.8,1.43,28.54,0.84,80.3,89.1,4
"ID111",124,75,0.692,3.93,26.47,0.84,68.3,107.6,5
"ID1110",125,87,0.793,1.56,25.78,0.84,79.5,90.4,3
"ID1111",126,85,0.789,1.63,28.62,0.84,78.6,90.6,3
"ID1112",127,93,0.795,1.65,32.41,0.84,76,87.5,4
"ID1113",128,81,0.788,1.75,29.4,0.84,73.4,86.1,4
"ID1114",129,80,0.78,2.02,33.61,0.84,75.4,92.1,4
"ID1115",130,92,0.789,1.78,28.38,0.84,77.5,91.2,4
"ID1116",131,62,0.779,1.72,36.62,0.84,75.6,88.9,4
"ID1117",132,76,0.786,1.61,35.38,0.84,74.5,85.9,4
"ID1118",133,126,0.751,2.13,29.33,0.84,78.1,99.2,4
"ID1119",134,91,0.76,2.09,28.87,0.84,78,97.8,3
"ID112",135,61,0.699,2.92,33.74,0.84,61.5,89.2,3
"ID1120",136,51,0.768,1.79,27.42,0.84,77.7,93.1,5
"ID1121",137,82,0.797,1.49,27.18,0.84,79.9,89.6,3
"ID1122",138,83,0.768,1.84,29.17,0.84,75.4,90.8,3
"ID1123",139,81,0.773,1.78,30.99,0.84,76.7,91.4,3
"ID1124",140,60,0.804,1.46,29.13,0.84,79.9,88.8,3
"ID1125",141,74,0.798,1.6,27.49,0.84,77.7,88.7,4
"ID1126",142,81,0.796,1.65,32.31,0.84,75.9,87.3,4
"ID1127",143,61,0.799,1.61,32.02,0.84,74.7,85.3,4
"ID1128",144,75,0.76,2.43,29.61,0.84,71.5,93.3,4
"ID1129",145,85,0.763,2.38,28.94,0.84,71.9,93.1,4
"ID113",146,55,0.661,3.48,28.45,0.84,60.4,95.1,4
"ID1130",147,61,0.766,2.33,30.79,0.84,72.8,93.4,4
"ID1131",148,62,0.782,1.95,32.14,0.84,75.5,91.3,4
"ID1132",149,89,0.783,1.87,30.61,0.84,75.9,90.8,4
"ID1133",150,68,0.788,1.7,37.35,0.84,75.5,87.9,2
"ID1134",151,91,0.839,1.01,30.7,0.84,89,89.2,2
"ID1135",152,80,0.82,1.22,30.43,0.84,86.1,90.9,3
"ID1136",153,92,0.762,1.9,29.64,0.84,74.6,91.2,4
"ID1137",154,87,0.766,1.92,30.9,0.84,78.9,96.4,3
"ID1138",155,84,0.785,1.67,32.87,0.84,84.8,98.6,3
"ID1139",156,82,0.798,1.42,27.96,0.84,79.9,88.5,5
"ID114",157,75,0.681,3.17,32.35,0.84,60.5,91,4
"ID1140",158,82,0.774,1.75,30.07,0.84,78.3,92.8,4
"ID1141",159,77,0.78,2.01,34.79,0.84,75.1,91.7,4
"ID1142",160,80,0.77,1.74,30.94,0.84,73.6,87.3,5
"ID1143",161,82,0.828,1.15,35.1,0.84,86.1,89.3,2
"ID1144",162,85,0.828,1.15,29.81,0.84,86.3,89.5,2
"ID1145",163,88,0.817,1.25,31.05,0.84,83.2,88.4,3
"ID1146",164,68,0.77,1.77,33.3,0.84,83,98.9,5
"ID1147",165,72,0.773,1.84,29.69,0.84,80.3,96.5,3
"ID1148",166,87,0.765,1.85,29.92,0.84,75.3,91.1,5
"ID1149",167,56,0.762,1.92,32.03,0.84,74.6,91.4,4
"ID115",168,54,0.646,5.13,30.56,0.84,57.1,102.8,5
"ID1150",169,64,0.763,1.91,31.03,0.84,74.8,91.5,4
"ID1151",170,84,0.798,1.42,27.96,0.84,79.9,88.5,5
"ID1152",171,79,0.781,1.78,30.49,0.84,75.3,89.2,3
"ID1153",172,78,0.771,1.86,27.61,0.84,75.6,91.2,3
"ID1154",173,51,0.765,2.19,30.77,0.84,72.2,91.3,4
"ID1155",174,72,0.783,1.66,32.12,0.84,73.7,85.7,4
"ID1156",175,79,0.763,2.27,30.85,0.84,71.9,91.8,4
"ID1157",176,84,0.767,2.21,31.29,0.84,72.6,91.7,4
"ID1158",177,78,0.772,2.13,33.26,0.84,73.6,91.8,4
"ID1159",178,83,0.81,1.33,29.22,0.84,80.5,87.2,4
"ID116",179,73,0.636,4.7,28.48,0.84,60.7,107.2,3
"ID1160",180,81,0.817,1.25,29.52,0.84,82.1,87.3,3
"ID1161",181,89,0.828,1.15,29.81,0.84,86.3,89.5,2
"ID1162",182,80,0.816,1.26,28.56,0.84,83.2,88.7,3
"ID1163",183,84,0.811,1.32,34.21,0.84,83.2,89.9,4
"ID1164",184,88,0.807,1.35,33.44,0.84,83,90.4,4
"ID1165",185,98,0.81,1.33,28.71,0.84,86.6,93.8,3
"ID1166",186,111,0.752,2.05,28.26,0.84,79.8,100.2,4
"ID1167",187,82,0.772,1.76,33.21,0.84,76.7,91.3,4
"ID1168",188,83,0.769,1.86,26.27,0.84,75.8,91.5,4
"ID1169",189,87,0.777,1.86,33.21,0.84,79.8,95.8,2
"ID117",190,41,0.642,4.96,29.67,0.84,59.4,106.1,4
"ID1170",191,72,0.751,1.91,33.02,0.84,74.2,91.7,6
"ID1171",192,76,0.763,1.81,34.21,0.84,72,86.9,5
"ID1172",193,76,0.779,1.69,32.91,0.84,72.6,85,4
"ID1173",194,74,0.789,1.58,28.99,0.84,76.5,87.6,4
"ID1174",195,89,0.82,1.22,32.08,0.84,84.4,89,3
"ID1175",196,81,0.821,1.2,31.08,0.84,84.2,88.5,4
"ID1176",197,83,0.799,1.45,28.69,0.84,81.4,90.7,4
"ID1177",198,80,0.815,1.3,26.69,0.84,85.4,91.7,3
"ID1178",199,69,0.761,1.95,33.42,0.84,72,88.7,4
"ID1179",200,65,0.788,1.58,30.33,0.84,78.7,90.1,3
"ID118",201,70,0.749,3.27,28.69,0.84,75.2,106.6,7
"ID1180",202,73,0.773,1.67,27.23,0.84,78.3,91.7,5
"ID1181",203,60,0.758,1.95,31.14,0.84,74.4,91.7,4
"ID1182",204,67,0.769,1.86,26.33,0.84,76.1,92,4
"ID1183",205,74,0.769,1.86,26.26,0.84,75.7,91.5,4
"ID1184",206,78,0.737,2.03,29.09,0.84,75.5,95.7,7
"ID1185",207,89,0.81,1.34,31.3,0.84,82.5,89.4,3
"ID1186",208,87,0.818,1.23,30.97,0.84,83,87.9,4
"ID1187",209,66,0.768,1.77,32.2,0.84,81.1,97,5
"ID1188",210,84,0.79,1.53,33.56,0.84,82.4,93.4,4
"ID1189",211,64,0.757,2.04,35.17,0.84,69.6,86.9,4
"ID119",212,67,0.76,1.9,28.9,0.84,79.2,96.9,4
"ID1190",213,74,0.775,1.75,32.52,0.84,75.2,89.1,3
"ID1191",214,103,0.784,1.64,31.86,0.84,77.3,89.5,3
"ID1192",215,76,0.777,1.69,27.85,0.84,75.7,88.9,4
"ID1193",216,62,0.739,2.09,33.15,0.84,74.1,94.4,5
"ID1194",217,86,0.74,2.11,30.19,0.84,72.6,92.8,5
"ID1195",218,82,0.748,2,27.3,0.84,78.6,98.4,5
"ID1196",219,55,0.743,1.98,33.21,0.84,72.8,91.3,6
"ID1197",220,60,0.763,1.91,31.59,0.84,70.5,86.1,4
"ID1198",221,80,0.793,1.58,29.36,0.84,78.4,89.4,3
"ID1199",222,83,0.819,1.22,30.92,0.84,82.6,87.3,4
"ID12",223,111,0.71,2.79,32.65,0.84,77.9,110.1,4
"ID120",224,66,0.76,2,29.56,0.84,79.3,98.3,4
"ID1200",225,81,0.801,1.44,31.55,0.84,79.3,88,3
"ID1201",226,82,0.82,1.2,30.22,0.84,83.1,87.4,4
"ID1202",227,87,0.817,1.23,30.08,0.84,82.5,87.5,4
"ID1203",228,84,0.808,1.36,34.42,0.84,81.5,88.8,3
"ID1204",229,91,0.824,1.19,26.26,0.84,87.4,91.5,3
"ID1205",230,98,0.8,1.4,28.76,0.84,84,92.8,4
"ID1206",231,84,0.772,1.81,26.98,0.84,73.8,88.3,4
"ID1207",232,92,0.785,1.58,29.37,0.84,77.5,88.9,4
"ID1208",233,68,0.784,1.57,29.06,0.84,76.6,87.7,5
"ID1209",234,76,0.773,1.67,27.23,0.84,78.3,91.7,5
"ID121",235,10,0.658,3.28,28.75,0.84,60,93.3,4
"ID1210",236,76,0.767,1.94,29.31,0.84,74.5,91.1,3
"ID1211",237,68,0.768,1.89,27.85,0.84,75.5,91.7,3
"ID1212",238,71,0.754,2.06,26.41,0.84,69.5,87.3,4
"ID1213",239,86,0.809,1.35,33.69,0.84,81.6,88.7,4
"ID1214",240,78,0.813,1.29,31.32,0.84,81.6,87.6,4
"ID1215",241,88,0.81,1.32,31.36,0.84,80.9,87.5,4
"ID1216",242,77,0.802,1.43,35.47,0.84,80.2,88.8,4
"ID1217",243,93,0.824,1.2,26.6,0.84,85.5,89.8,2
"ID1218",244,54,0.759,2.02,34.9,0.84,69.3,86.1,4
"ID1219",245,75,0.771,1.79,35.46,0.84,74.2,88.6,3
"ID122",246,84,0.743,2.94,32.08,0.84,77.6,107.6,6
"ID1220",247,71,0.772,1.76,27.28,0.84,74.5,88.7,4
"ID1221",248,71,0.762,1.81,29.89,0.84,73.7,88.8,5
"ID1222",249,83,0.745,1.98,32.86,0.84,74.6,93.4,6
"ID1223",250,86,0.732,2.14,31.65,0.84,72.9,94.3,6
"ID1224",251,65,0.729,2.24,29.55,0.84,71.2,93.2,5
"ID1225",252,85,0.762,1.91,26.82,0.84,75.3,92.2,4
"ID1226",253,86,0.765,1.9,27.14,0.84,75.4,91.8,4
"ID1227",254,62,0.725,2.17,31.54,0.84,73.6,96,6
"ID1228",255,70,0.756,2.1,29.19,0.84,70.7,89,3
"ID1229",256,74,0.784,1.7,31.41,0.84,77.4,90.4,3
"ID123",257,61,0.694,4.1,26.93,0.84,69.9,111.1,6
"ID1231",258,82,0.796,1.54,33.47,0.84,80,90.4,3
"ID1232",259,78,0.813,1.29,31.64,0.84,81.9,87.9,4
"ID1233",260,76,0.802,1.44,34.55,0.84,80.1,88.8,3
"ID1234",261,64,0.803,1.47,33.01,0.84,80.4,89.5,2
"ID1235",262,107,0.824,1.2,26.6,0.84,85.5,89.8,2
"ID1236",263,79,0.781,1.62,34.03,0.84,81.1,93.9,4
"ID1237",264,78,0.782,1.75,26.4,0.84,75,88.4,3
"ID1238",265,66,0.763,1.97,33.63,0.84,70.2,86.5,4
"ID1239",266,85,0.772,1.76,31.7,0.84,74.5,88.7,4
"ID124",267,91,0.725,2.17,28.47,0.84,74.1,96.6,5
"ID1240",268,68,0.732,2.14,31.65,0.84,72.9,94.3,6
"ID1241",269,89,0.755,2,27.8,0.84,74.3,92.5,4
"ID1242",270,111,0.759,1.94,27.56,0.84,75,92.4,4
"ID1243",271,67,0.735,2.28,32.78,0.84,69.7,91.3,4
"ID1244",272,79,0.791,1.6,31.81,0.84,78.7,90.1,3
"ID1245",273,80,0.803,1.42,32.94,0.84,80.6,88.9,4
"ID1246",274,73,0.807,1.36,31.97,0.84,80.9,88.3,4
"ID1247",275,82,0.822,1.23,26.34,0.84,84.3,89,3
"ID1248",276,85,0.815,1.29,28.5,0.84,83.9,90,3
"ID1249",277,83,0.812,1.29,30.07,0.84,81.5,87.6,4
"ID125",278,58,0.662,4.27,30.88,0.84,57.4,95.8,4
"ID1250",279,73,0.809,1.33,32.25,0.84,81.2,88,4
"ID1251",280,78,0.807,1.37,33.58,0.84,80.9,88.4,4
"ID1252",281,74,0.825,1.19,23.33,0.84,86.5,90.5,3
"ID1253",282,62,0.768,1.77,32.2,0.84,81.1,97,5
"ID1254",283,62,0.779,1.77,25.91,0.84,73.8,87.4,3
"ID1255",284,63,0.76,1.98,31.89,0.84,69.9,86.6,4
"ID1256",285,69,0.762,1.97,36.78,0.84,71.9,88.7,3
"ID1257",286,72,0.765,1.74,30.07,0.84,74.5,88.7,5
"ID1258",287,63,0.752,1.92,31.3,0.84,76.3,94.3,5
"ID1259",288,77,0.747,1.99,32.42,0.84,75.6,94.6,5
"ID126",289,62,0.686,3.11,31.55,0.84,61.6,91.7,4
"ID1260",290,72,0.74,2.11,30.19,0.84,72.6,92.8,5
"ID1262",291,34,0.772,1.96,28.54,0.84,74.4,91,3
"ID1263",292,85,0.787,1.72,30.65,0.84,77.8,91,3
"ID1264",293,82,0.796,1.6,30.61,0.84,79.8,91.1,3
"ID1265",294,100,0.744,2.05,29.09,0.84,78.9,99.7,5
"ID1266",295,83,0.803,1.47,31.83,0.84,79.8,88.8,2
"ID1267",296,81,0.822,1.22,25.76,0.84,84.4,89,2
"ID1268",297,75,0.784,1.6,36.17,0.84,80.9,93.2,4
"ID1269",298,72,0.764,1.88,29.72,0.84,77.1,93.9,4
"ID127",299,50,0.658,4.42,28.54,0.84,57.8,98.1,4
"ID1270",300,76,0.777,1.79,27.33,0.84,75.8,90.1,3
"ID1271",301,45,0.758,2.08,36.49,0.84,69.7,87.5,3
"ID1272",302,56,0.761,1.99,37.8,0.84,71.3,88.2,3
"ID1273",303,46,0.764,1.82,27.66,0.84,73.6,88.8,4
"ID1274",304,45,0.76,1.84,28.61,0.84,73.5,89.3,5
"ID1275",305,78,0.8,1.55,32.3,0.84,80,90.3,3
"ID1276",306,96,0.809,1.45,32.8,0.84,81.4,90,4
"ID1277",307,62,0.743,2.23,29.48,0.84,71.8,92.9,3
"ID1278",308,89,0.725,2.35,28.69,0.84,71.7,95.5,4
"ID1279",309,70,0.733,2.25,26.4,0.84,71.6,93.6,4
"ID128",310,72,0.751,2.53,30.38,0.84,78.2,103.6,5
"ID1280",311,68,0.769,2.15,30.09,0.84,77.4,97,4
"ID1281",312,68,0.742,2.23,26.84,0.84,74.4,96.2,3
"ID1282",313,90,0.741,2.22,32.82,0.84,73.3,94.7,3
"ID1283",314,57,0.754,2.03,28.24,0.84,71.7,89.8,4
"ID1284",315,71,0.784,1.64,32.3,0.84,77.9,90.2,4
"ID1285",316,78,0.808,1.53,28.91,0.84,78.6,88,5
"ID1286",317,71,0.799,1.71,28.13,0.84,77.4,89.6,5
"ID1287",318,77,0.743,2.37,30.49,0.84,75.8,99.6,3
"ID1288",319,79,0.742,2.24,30.78,0.84,73.8,95.7,3
"ID1289",320,79,0.745,2.2,27.76,0.84,73.4,94.5,3
"ID129",321,66,0.694,4.1,26.93,0.84,69.9,111.1,6
"ID1290",322,79,0.738,2.21,32.21,0.84,69.8,90.5,4
"ID1291",323,84,0.808,1.53,28.91,0.84,78.6,88,5
"ID1292",324,83,0.745,2.47,29.48,0.84,75.5,100.1,3
"ID1293",325,94,0.744,2.27,30.84,0.84,75.7,98.3,3
"ID1294",326,79,0.803,1.61,28.93,0.84,77.1,87.7,5
"ID1295",327,76,0.799,1.72,30.29,0.84,76.5,88.7,5
"ID1296",328,62,0.791,1.97,30.62,0.84,76.6,92.2,6
"ID1297",329,75,0.752,2.23,31.65,0.84,75.7,97.2,3
"ID1298",330,78,0.809,1.34,29.49,0.84,83.4,90.5,3
"ID1299",331,88,0.777,1.68,34.81,0.84,80,93.9,4
"ID13",332,34,0.616,3.95,28.73,0.84,56.4,97,5
"ID130",333,44,0.682,4.28,28.17,0.84,68.7,111.9,6
"ID1300",334,73,0.763,1.85,31,0.84,78.2,94.9,4
"ID1301",335,100,0.761,1.9,32.03,0.84,77.9,95.4,4
"ID1302",336,65,0.774,1.8,26.7,0.84,76.5,91.4,4
"ID1303",337,64,0.726,2.22,29.12,0.84,72,94.4,6
"ID1304",338,47,0.725,2.28,31.18,0.84,71.4,94.3,5
"ID1305",339,47,0.737,2.17,30.36,0.84,72.4,93.4,4
"ID1306",340,45,0.761,1.93,26.91,0.84,75.1,92.3,4
"ID1307",341,94,0.753,2.04,27.61,0.84,79.5,99.7,4
"ID1308",342,58,0.727,2.21,24.78,0.84,76.7,100.5,6
"ID1309",343,64,0.772,1.87,28.81,0.84,74.8,90.2,3
"ID131",344,63,0.744,1.98,32.78,0.84,76.7,96.1,5
"ID1310",345,70,0.721,2.43,29.09,0.84,68,91.8,4
"ID1311",346,82,0.782,1.8,31.46,0.84,75.6,89.7,3
"ID1312",347,65,0.783,1.85,31.32,0.84,75.5,90.1,4
"ID1313",348,83,0.76,2.51,34.35,0.84,76,99.8,5
"ID1314",349,63,0.725,2.54,31.49,0.84,70.2,95.6,4
"ID1315",350,77,0.716,2.57,29.46,0.84,68,93.6,4
"ID1316",351,63,0.782,1.91,33.4,0.84,75.1,90.5,4
"ID1317",352,105,0.777,2.15,29.42,0.84,75.9,94.5,6
"ID1318",353,63,0.779,2.12,29.92,0.84,76.8,95.1,6
"ID1319",354,58,0.738,2.47,32.58,0.84,72.8,97.1,3
"ID132",355,83,0.76,1.86,28.59,0.84,79.7,97.2,4
"ID1320",356,53,0.716,2.57,29.46,0.84,68,93.6,4
"ID1321",357,80,0.769,2.13,31.2,0.84,73.9,92.4,5
"ID1322",358,82,0.726,2.54,27.92,0.84,68,92.3,4
"ID1323",359,74,0.75,2.26,27.99,0.84,73.6,95,3
"ID1324",360,84,0.766,2.18,25.82,0.84,77.2,97.4,4
"ID1325",361,78,0.78,2,31.44,0.84,76.9,93.9,5
"ID1326",362,5,0.624,4.08,30.98,0.84,56,96.6,5
"ID1327",363,89,0.731,2.68,31.3,0.84,68.9,94.5,3
"ID1328",364,72,0.625,4.06,31.15,0.84,56.2,96.7,5
"ID1329",365,58,0.625,4.06,31.01,0.84,56.2,96.7,5
"ID133",366,43,0.68,3.57,33.35,0.84,60.9,95.1,3
"ID1330",367,6,0.625,4.05,31.1,0.84,56.2,96.6,5
"ID1331",368,33,0.66,3.58,32.47,0.84,60.4,96.7,5
"ID1332",369,61,0.64,3.89,32.87,0.84,57.7,96.7,4
"ID1333",370,12,0.714,3.53,33.07,0.84,61.7,92.5,5
"ID1334",371,60,0.71,3.6,31.12,0.84,59.3,90.3,4
"ID1335",372,67,0.658,6.09,29.26,0.84,54.7,101.8,7
"ID1336",373,75,0.671,3.33,32.83,0.84,62.6,97.1,5
"ID1337",374,79,0.702,3.17,33.47,0.84,64.5,95.6,2
"ID1338",375,40,0.708,3.5,31.84,0.84,60.9,92.3,4
"ID1339",376,61,0.679,5.94,34.57,0.84,53.5,96.9,6
"ID134",377,92,0.72,2.47,29.84,0.84,64.3,87.1,4
"ID1340",378,59,0.705,4.27,30.51,0.84,54.4,87.2,5
"ID1341",379,84,0.693,3.12,31.54,0.84,65,96.9,5
"ID1342",380,104,0.697,3.12,32.88,0.84,65,96.5,4
"ID1343",381,55,0.701,3.78,32.63,0.84,58.6,91.2,4
"ID1344",382,50,0.68,5.26,33.19,0.84,53,93,5
"ID1345",383,36,0.67,5.59,34.21,0.84,52.3,94.8,5
"ID1346",384,54,0.68,5.26,33.19,0.84,53,93,5
"ID1347",385,81,0.75,2.17,28.25,0.84,74,94.4,4
"ID1348",386,62,0.725,2.32,29.96,0.84,68.8,91.4,4
"ID1349",387,76,0.805,1.54,32.54,0.84,78.5,88.3,4
"ID135",388,74,0.742,2.14,28.85,0.84,66.1,84.6,3
"ID1350",389,75,0.803,1.59,30.1,0.84,77.6,88.1,5
"ID1351",390,93,0.803,1.61,29.2,0.84,76.7,87.3,5
"ID1352",391,72,0.771,2.53,30.99,0.84,76.2,99.2,6
