"Location","Loc_no","No_spp","Phi_in","Alpha","Wgt_n2","Phi_out","Spnum_in","Spnum_out","Iter"
"ID1035",42,68,0.868,2.59,2.82,0.92,68.3,80.3,3
"ID1036",43,97,0.846,2.36,3.79,0.92,86.9,102.9,8
"ID1037",44,85,0.843,2.63,3.68,0.92,82.6,100,12
"ID1038",45,81,0.897,1.65,3.46,0.92,83.5,89.8,3
"ID1039",46,89,0.907,1.57,2.58,0.92,91,96.5,4
"ID104",47,81,0.845,3.17,4.35,0.92,80.9,100.2,4
"ID1040",48,57,0.759,5.83,3.68,0.92,62.4,96.3,9
"ID1041",49,60,0.816,4.35,3.37,0.92,57.8,77.8,4
"ID1042",50,58,0.827,3.94,4.14,0.92,69.3,91,4
"ID1043",51,64,0.846,4.03,3.87,0.92,66.1,85.6,5
"ID1044",52,59,0.852,3.26,2.93,0.92,68.1,84.4,4
"ID1045",53,63,0.81,6.44,4.26,0.92,66.5,97,4
"ID1046",54,60,0.848,3.39,4.15,0.92,65.9,82.8,4
"ID1047",55,80,0.868,3.2,3.07,0.92,83.1,101.1,6
"ID1048",56,78,0.89,2.06,3.46,0.92,83.8,93.3,4
"ID1049",57,96,0.92,0.99,2.87,0.92,96.8,96.8,1
"ID105",58,95,0.793,4.12,4.42,0.92,85.7,117.6,7
"ID1050",59,80,0.878,2.05,3.55,0.92,80,90.2,4
"ID1051",60,82,0.899,2.28,2.42,0.92,82.6,92.3,7
"ID1052",61,90,0.875,2.17,3.57,0.92,93.4,106.2,5
"ID1053",62,94,0.899,1.59,3.37,0.92,97.9,104.8,3
"ID1054",63,81,0.88,3.68,2.24,0.92,80.2,96.7,13
"ID1055",64,59,0.805,3.79,5.03,0.92,64.4,86.3,9
"ID1056",65,85,0.876,2.55,3.93,0.92,88.7,103.3,6
"ID1057",66,94,0.892,1.48,3.62,0.92,90.1,96,9
"ID1058",67,69,0.841,2.62,4.07,0.92,92.5,112.1,49
"ID1059",68,114,0.849,2.2,4.42,0.92,98,114.3,15
"ID106",69,74,0.834,3.31,4.02,0.92,85.4,108.4,6
"ID1060",70,95,0.893,1.84,3.74,0.92,92.2,100.9,4
"ID1061",71,68,0.871,2.77,4.43,0.92,68,80.4,4
"ID1062",72,84,0.9,1.61,4.12,0.92,86.7,92.8,3
"ID1063",73,104,0.91,1.29,2.79,0.92,99.3,102.7,3
"ID1064",74,69,0.845,3.07,3.84,0.92,66.4,82.1,7
"ID1065",75,62,0.834,3.95,4.28,0.92,66.5,86.8,3
"ID1066",76,79,0.855,2.99,4.11,0.92,81.7,99.7,2
"ID1067",77,83,0.831,3.13,4.23,0.92,69.3,87.2,6
"ID1068",78,98,0.874,2.65,4.65,0.92,88.2,103.5,5
"ID1069",79,67,0.86,2.64,3.24,0.92,81.4,97.1,10
"ID107",80,71,0.818,3.82,2.84,0.92,64.2,83.9,4
"ID1070",81,107,0.849,2.2,4.42,0.92,98,114.3,15
"ID1071",82,87,0.853,2.53,3.98,0.92,79.2,94.2,6
"ID1072",83,68,0.89,2.08,3.46,0.92,68.7,76.6,4
"ID1073",84,70,0.819,4.72,4.85,0.92,70.8,97.4,6
"ID1074",85,72,0.819,5.21,4.7,0.92,72.1,100.6,4
"ID1075",86,87,0.859,2.31,3.21,0.92,79.1,92.2,9
"ID1076",87,97,0.889,1.86,4.44,0.92,90,99,3
"ID1077",88,81,0.906,1.44,3.27,0.92,88.9,93.5,3
"ID1078",89,87,0.869,2.34,3.88,0.92,88.5,102.4,5
"ID1079",90,86,0.882,2.14,2.77,0.92,86.7,97.9,5
"ID108",91,43,0.815,4.22,2.73,0.92,49.5,67.3,9
"ID1080",92,81,0.901,1.77,2.59,0.92,81,87.7,5
"ID1081",93,71,0.827,6.52,3.49,0.92,79.4,117,61
"ID1082",94,90,0.893,1.58,4.92,0.92,94.2,101.2,4
"ID1083",95,104,0.896,1.53,5.1,0.92,95.8,102.2,4
"ID1084",96,72,0.845,3.39,3,0.92,69.2,86.7,2
"ID1085",97,93,0.909,1.32,4.25,0.92,95.2,98.8,3
"ID1086",98,52,0.827,5.83,2.82,0.92,55.9,79.1,5
"ID1087",99,109,0.848,2.71,4.14,0.92,94.3,114.2,14
"ID1088",100,71,0.864,4.52,3.58,0.92,74.6,95.7,5
"ID1089",101,70,0.863,2.9,3.64,0.92,75.3,90.6,6
"ID109",102,62,0.801,3.52,3.1,0.92,69.6,93,62
"ID1090",103,80,0.872,1.93,2.46,0.92,74.6,83.8,6
"ID1091",104,75,0.894,1.6,2.95,0.92,68.9,74.1,4
"ID1092",105,56,0.806,6.29,4.51,0.92,64.8,96.2,6
"ID1093",106,85,0.886,1.91,2.62,0.92,81.4,90,3
"ID1094",107,77,0.851,2.83,5,0.92,81.4,98.6,5
"ID1095",108,98,0.872,2.1,4.76,0.92,90.2,102.3,5
"ID1096",109,79,0.897,1.81,4.29,0.92,86.5,94.1,3
"ID1097",110,76,0.838,3.21,4.53,0.92,79.5,99.8,7
"ID1098",111,68,0.841,4.03,3.56,0.92,71.9,93.3,4
"ID1099",112,75,0.819,3.58,3.93,0.92,72.4,94.8,15
"ID11",113,40,0.717,11.44,3.55,0.92,57.8,108.6,6
"ID1100",114,75,0.863,2.72,2.79,0.92,69.9,83.1,2
"ID1101",115,61,0.841,4.01,3.87,0.92,70.5,91.4,3
"ID1102",116,72,0.848,7.26,3.16,0.92,76.4,106.6,10
"ID1103",117,69,0.824,3.14,3.81,0.92,75.2,95.7,38
"ID1104",118,82,0.873,2.19,4.08,0.92,86.6,98.8,5
"ID1105",119,80,0.862,2.43,3.67,0.92,81.6,95.7,6
"ID1106",120,80,0.864,2.77,2.57,0.92,81.9,97.9,5
"ID1107",121,88,0.846,2.77,2.7,0.92,97.9,119,20
"ID1108",122,95,0.867,2.49,3.66,0.92,89,104.4,6
"ID1109",123,94,0.858,2.32,3.6,0.92,85.8,100.1,9
"ID111",124,75,0.819,2.43,2.59,0.92,61.2,74.8,68
"ID1110",125,87,0.844,3.14,4.1,0.92,82.2,102.4,10
"ID1111",126,85,0.86,2.81,3.84,0.92,84.1,100.9,3
"ID1112",127,93,0.874,2.01,3.28,0.92,88.7,99.9,5
"ID1113",128,81,0.895,1.51,3.06,0.92,79,84.4,4
"ID1114",129,80,0.866,4.85,3.54,0.92,77.9,99.6,8
"ID1115",130,92,0.862,2.5,3.65,0.92,83.6,98.5,6
"ID1116",131,62,0.855,4.07,2.71,0.92,67.1,85.7,3
"ID1117",132,76,0.883,2.25,3.32,0.92,74.9,84.9,3
"ID1118",133,126,0.837,2.93,3.69,0.92,97.7,121.2,36
"ID1119",134,91,0.9,1.64,2.49,0.92,92.6,99.4,5
"ID112",135,61,0.824,5.77,2.73,0.92,61.1,84.5,4
"ID1120",136,51,0.788,11.74,3.1,0.92,59.4,102.9,6
"ID1121",137,82,0.856,2.64,3.61,0.92,85.6,102.3,8
"ID1122",138,83,0.908,1.66,3.13,0.92,83.6,89.2,6
"ID1123",139,81,0.886,2.84,4.22,0.92,86.9,101.7,4
"ID1124",140,60,0.848,4.02,3.47,0.92,76.5,98.3,4
"ID1125",141,74,0.844,3.32,3.64,0.92,78.9,99,5
"ID1126",142,81,0.872,3.3,2.63,0.92,84.4,102.3,4
"ID1127",143,61,0.855,3.47,3.52,0.92,68.9,85.7,4
"ID1128",144,75,0.828,4.53,4.75,0.92,72.2,97.6,8
"ID1129",145,85,0.819,4.72,4.85,0.92,70.8,97.4,6
"ID113",146,55,0.729,8.94,3.66,0.92,53.8,94.1,37
"ID1130",147,61,0.822,3.9,4.04,0.92,69.5,92.2,13
"ID1131",148,62,0.827,3.4,3.61,0.92,73.9,95.2,10
"ID1132",149,89,0.831,3.27,4.72,0.92,78.3,99.5,8
"ID1133",150,68,0.839,3.86,3.92,0.92,71.3,92.2,4
"ID1134",151,91,0.9,1.52,3.3,0.92,90.3,95.9,2
"ID1135",152,80,0.88,2.98,3.78,0.92,80,94.5,5
"ID1136",153,92,0.868,1.76,3.13,0.92,80.7,89.7,58
"ID1137",154,87,0.911,1.2,2.73,0.92,86.9,89.2,3
"ID1138",155,84,0.882,2.31,3.97,0.92,85.1,97,3
"ID1139",156,82,0.885,2.09,3.08,0.92,82.6,92.6,3
"ID114",157,75,0.862,6.53,1.99,0.92,72.2,95.1,10
"ID1140",158,82,0.861,2.96,3.5,0.92,83.2,100.6,4
"ID1141",159,77,0.891,2.45,3.17,0.92,77.4,88.2,5
"ID1142",160,80,0.852,2.33,2.72,0.92,77,90.4,4
"ID1143",161,82,0.846,2.91,4.18,0.92,84.2,103.3,11
"ID1144",162,85,0.847,2.72,3.92,0.92,85.1,103,13
"ID1145",163,88,0.882,2.33,3.62,0.92,84.5,96.5,5
"ID1146",164,68,0.826,3.42,4.84,0.92,84.7,108.7,5
"ID1147",165,72,0.837,3.57,3.47,0.92,72.1,92,4
"ID1148",166,87,0.909,1.25,3.27,0.92,87.1,89.8,3
"ID1149",167,56,0.774,3.62,4.55,0.92,67.5,93.4,72
"ID115",168,54,0.802,9.74,2.18,0.92,57.7,95.9,38
"ID1150",169,64,0.767,4.89,4.69,0.92,63.1,92.7,6
"ID1151",170,84,0.885,2.09,3.08,0.92,82.6,92.6,3
"ID1152",171,79,0.832,3.58,4.2,0.92,70.4,90.9,6
"ID1153",172,78,0.836,2.94,3.55,0.92,77.6,96.3,16
"ID1154",173,51,0.824,4.84,2.57,0.92,63.8,88.2,4
"ID1155",174,72,0.832,2.63,3.91,0.92,73.8,90.2,12
"ID1156",175,79,0.828,3.71,3.98,0.92,70.5,92.2,10
"ID1157",176,84,0.859,2.8,3.67,0.92,79.5,95.5,4
"ID1158",177,78,0.881,2.35,4.44,0.92,78.6,89.9,4
"ID1159",178,83,0.885,2.27,3.76,0.92,80.8,91.6,3
"ID116",179,73,0.74,4.6,3.57,0.92,56.4,84.8,14
"ID1160",180,81,0.876,2.88,4.76,0.92,82.2,97.3,3
"ID1161",181,89,0.847,2.72,3.92,0.92,85.1,103,13
"ID1162",182,80,0.872,2.35,4.71,0.92,84.1,96.9,3
"ID1163",183,84,0.848,2.67,4.4,0.92,85.4,102.8,7
"ID1164",184,88,0.877,2.18,2.87,0.92,85.5,97.3,4
"ID1165",185,98,0.849,2.49,4.48,0.92,94.9,112.8,9
"ID1166",186,111,0.836,2.72,3.93,0.92,95.3,116.7,6
"ID1167",187,82,0.889,1.88,4.03,0.92,84.5,93.2,3
"ID1168",188,83,0.837,3.08,4.16,0.92,77.6,96.9,9
"ID1169",189,87,0.881,2.37,3.02,0.92,83.2,95.3,3
"ID117",190,41,0.703,4.81,3.58,0.92,51.3,81.2,50
"ID1170",191,72,0.825,3.66,2.85,0.92,74.2,96.6,6
"ID1171",192,76,0.882,1.74,3.73,0.92,74.7,82,4
"ID1172",193,76,0.826,2.93,4.75,0.92,73.3,91.8,10
"ID1173",194,74,0.878,2.24,2.54,0.92,72.9,83,3
"ID1174",195,89,0.898,2.05,5.07,0.92,83.9,92.7,4
"ID1175",196,81,0.894,1.76,4.11,0.92,84.5,92,3
"ID1176",197,83,0.87,2.9,4.08,0.92,82.2,98,4
"ID1177",198,80,0.865,2.88,4.04,0.92,78.2,93.7,3
"ID1178",199,69,0.818,4.49,3.89,0.92,67.5,91,3
"ID1179",200,65,0.852,3.73,3.94,0.92,75.5,95.8,6
"ID118",201,70,0.796,4.28,3.76,0.92,73.5,102.1,7
"ID1180",202,73,0.833,2.89,4.11,0.92,73.7,91.4,8
"ID1181",203,60,0.829,3.9,3.58,0.92,71.9,94.4,5
"ID1182",204,67,0.851,4.53,3.76,0.92,72.8,95,4
"ID1183",205,74,0.845,3.19,4.01,0.92,75.7,94.4,6
"ID1184",206,78,0.821,4.14,2.68,0.92,74.1,97.4,4
"ID1185",207,89,0.898,1.65,2.75,0.92,86.8,93.3,3
"ID1186",208,87,0.873,1.99,4.51,0.92,83.6,94.3,8
"ID1187",209,66,0.825,3.56,3.53,0.92,70.5,91.9,16
"ID1188",210,84,0.891,2,2.62,0.92,85,94.2,4
"ID1189",211,64,0.835,3.7,3.28,0.92,61.8,79.4,3
"ID119",212,67,0.883,3.04,3.2,0.92,69.1,81.5,6
"ID1190",213,74,0.877,3.33,2.57,0.92,75,90.2,6
"ID1191",214,103,0.854,2.13,3.81,0.92,87.9,101.7,24
"ID1192",215,76,0.893,1.8,3.18,0.92,70.6,77.1,3
"ID1193",216,62,0.836,4.2,3.11,0.92,71,93.8,5
"ID1194",217,86,0.818,2.9,3.95,0.92,73.8,93,25
"ID1195",218,82,0.843,2.75,3.97,0.92,80.8,98.3,8
"ID1196",219,55,0.79,5.97,3.36,0.92,62.5,93.2,2
"ID1197",220,60,0.813,4.55,4.06,0.92,68.9,95,9
"ID1198",221,80,0.853,2.79,3.14,0.92,79.1,95.6,6
"ID1199",222,83,0.88,1.78,3.55,0.92,84,92.5,9
"ID12",223,111,0.791,2.95,3.93,0.92,88.7,115.1,53
"ID120",224,66,0.866,4.53,4.13,0.92,73.3,93.8,5
"ID1200",225,81,0.889,3.15,3.41,0.92,82.8,97.7,6
"ID1201",226,82,0.874,2.14,2.92,0.92,83.9,95.4,6
"ID1202",227,87,0.874,2.08,3.34,0.92,83.7,94.9,8
"ID1203",228,84,0.846,2.38,3.09,0.92,83.1,98.7,64
"ID1204",229,91,0.927,0.9,1.83,0.92,87.5,86.1,8
"ID1205",230,98,0.898,1.43,2.9,0.92,92.7,98.1,4
"ID1206",231,84,0.893,1.8,3.17,0.92,83.3,90.9,3
"ID1207",232,92,0.82,3.87,4.63,0.92,74.7,98.8,9
"ID1208",233,68,0.834,2.62,3.59,0.92,80.9,98.8,35
"ID1209",234,76,0.833,2.89,4.11,0.92,73.7,91.4,8
"ID121",235,10,0.558,12.58,3.02,0.92,38.8,92,5
"ID1210",236,76,0.839,3.06,3.35,0.92,73.7,91.9,10
"ID1211",237,68,0.841,2.92,3.45,0.92,72.2,89.1,15
"ID1212",238,71,0.851,3.52,4.04,0.92,66.9,83.8,4
"ID1213",239,86,0.888,1.8,2.26,0.92,85.2,93.4,4
"ID1214",240,78,0.858,2.44,4.33,0.92,79.6,93.7,9
"ID1215",241,88,0.871,2.05,3.24,0.92,83.6,94.6,7
"ID1216",242,77,0.89,1.91,3.18,0.92,76.7,84.5,4
"ID1217",243,93,0.911,1.19,3.17,0.92,95.8,98.2,3
"ID1218",244,54,0.847,3.21,3.27,0.92,61,75.9,4
"ID1219",245,75,0.858,2.61,3.28,0.92,75.9,90.2,5
"ID122",246,84,0.862,2.46,3.11,0.92,73.7,86.5,9
"ID1220",247,71,0.852,3.11,3.29,0.92,75,92.4,3
"ID1221",248,71,0.825,4.55,2.57,0.92,64.4,85.2,5
"ID1222",249,83,0.821,2.59,2.77,0.92,76.1,93.8,42
"ID1223",250,86,0.804,3.67,4.5,0.92,71.2,95,13
"ID1224",251,65,0.793,5.62,3.35,0.92,65.5,94.9,5
"ID1225",252,85,0.839,2.28,3.4,0.92,87.7,104,18
"ID1226",253,86,0.927,0.78,2.22,0.92,80.8,78.5,4
"ID1227",254,62,0.76,4.95,3.31,0.92,65.2,96.4,7
"ID1228",255,70,0.768,4.35,4.67,0.92,65.9,94.4,14
"ID1229",256,74,0.859,3.35,2.76,0.92,71.4,87.9,4
"ID123",257,61,0.786,6.8,3.75,0.92,62.2,96,4
"ID1231",258,82,0.85,2.96,2.95,0.92,81,99.1,4
"ID1232",259,78,0.865,2.26,3.51,0.92,80.5,93,11
"ID1233",260,76,0.887,2.34,3.6,0.92,76.8,87.4,4
"ID1234",261,64,0.87,3.11,2.84,0.92,72.9,88,4
"ID1235",262,107,0.911,1.19,3.17,0.92,95.8,98.2,3
"ID1236",263,79,0.869,3.36,2.97,0.92,79.6,96.7,6
"ID1237",264,78,0.849,3.17,3.59,0.92,80.6,99.8,4
"ID1238",265,66,0.84,5.61,3.2,0.92,63,85.7,6
"ID1239",266,85,0.838,3.58,4.09,0.92,78.9,101,5
"ID124",267,91,0.823,2.32,3.72,0.92,77.5,93.4,49
"ID1240",268,68,0.804,3.67,4.5,0.92,71.2,95,13
"ID1241",269,89,0.834,2.8,3.6,0.92,89.5,110.4,16
"ID1242",270,111,0.882,2.15,3.18,0.92,94.3,106.5,5
"ID1243",271,67,0.824,2.77,4.79,0.92,68.2,84.5,8
"ID1244",272,79,0.867,3.36,4.58,0.92,80.7,98.2,5
"ID1245",273,80,0.86,2.73,3.13,0.92,79.8,95.2,3
"ID1246",274,73,0.863,2.97,3.98,0.92,76.7,92.7,5
"ID1247",275,82,0.855,3.18,3.86,0.92,86.4,106.3,4
"ID1248",276,85,0.875,2.63,5.58,0.92,88,102.8,4
"ID1249",277,83,0.862,2.5,4.32,0.92,80.2,94.4,4
"ID125",278,58,0.764,5.01,2.95,0.92,58.2,86.5,8
"ID1250",279,73,0.879,2.78,4.19,0.92,78.2,91.8,4
"ID1251",280,78,0.878,2.62,4.36,0.92,76.7,89.4,4
"ID1252",281,74,0.88,3.37,3.84,0.92,84.3,101.7,4
"ID1253",282,62,0.825,3.56,3.53,0.92,70.5,91.9,16
"ID1254",283,62,0.85,3.86,3.2,0.92,70.6,90,3
"ID1255",284,63,0.804,4.44,4.36,0.92,62.6,86.5,6
"ID1256",285,69,0.827,3.49,3.51,0.92,66,85.4,8
"ID1257",286,72,0.827,3.51,4.18,0.92,74.2,95.6,6
"ID1258",287,63,0.797,3.77,3.61,0.92,68.9,93.2,13
"ID1259",288,77,0.798,3.7,3.5,0.92,72.4,97.4,8
"ID126",289,62,0.766,5.67,4.52,0.92,60,90.8,5
"ID1260",290,72,0.818,2.9,3.95,0.92,73.8,93,25
"ID1262",291,34,0.729,6.44,2.78,0.92,49.6,82.7,38
"ID1263",292,85,0.888,2.58,4.62,0.92,82.4,94.7,6
"ID1264",293,82,0.885,3.74,3.52,0.92,86.5,105.1,6
"ID1265",294,100,0.874,2.14,3.83,0.92,90.6,103.1,6
"ID1266",295,83,0.858,2.48,4.37,0.92,78,92,5
"ID1267",296,81,0.866,2.7,5.23,0.92,88.9,105.4,4
"ID1268",297,75,0.848,2.94,4.62,0.92,79.7,97.4,5
"ID1269",298,72,0.842,7.21,4.11,0.92,75.6,106,6
"ID127",299,50,0.79,8.1,3.53,0.92,57.7,91.7,7
"ID1270",300,76,0.837,4.64,4.4,0.92,74.2,98.5,4
"ID1271",301,45,0.771,6.81,3.49,0.92,57.5,90.7,4
"ID1272",302,56,0.838,6.07,2.59,0.92,63.4,89.7,8
"ID1273",303,46,0.753,5.75,4.29,0.92,56.3,88.1,8
"ID1274",304,45,0.763,5.15,3.66,0.92,55.6,83.6,7
"ID1275",305,78,0.856,2.86,4.76,0.92,81.7,98.8,4
"ID1276",306,96,0.864,2.51,3.9,0.92,83.9,98.5,5
"ID1277",307,62,0.845,3.19,2.36,0.92,71.3,88.9,11
"ID1278",308,89,0.868,1.99,2.8,0.92,78.6,88.9,14
"ID1279",309,70,0.805,2.94,4.94,0.92,72.5,92.7,12
"ID128",310,72,0.876,2.97,3.95,0.92,80.4,95.6,4
"ID1280",311,68,0.87,3.52,2.81,0.92,71.4,87.6,4
"ID1281",312,68,0.834,4.03,3.37,0.92,71.3,93.2,3
"ID1282",313,90,0.848,2.5,3.35,0.92,78.8,94.1,10
"ID1283",314,57,0.8,4.91,3.33,0.92,66.1,93.8,6
"ID1284",315,71,0.885,2.21,2.18,0.92,74.8,84.6,5
"ID1285",316,78,0.868,3.15,4.04,0.92,80.7,97.7,4
"ID1286",317,71,0.883,6.4,2.26,0.92,72.4,94.2,10
"ID1287",318,77,0.818,4.05,4.44,0.92,80.5,108.2,23
"ID1288",319,79,0.866,3.23,3.42,0.92,79.4,96.6,4
"ID1289",320,79,0.866,3.03,3.94,0.92,81,97.7,4
"ID129",321,66,0.786,6.8,3.75,0.92,62.2,96,4
"ID1290",322,79,0.896,1.92,2.07,0.92,79.3,87,5
"ID1291",323,84,0.868,3.15,4.04,0.92,80.7,97.7,4
"ID1292",324,83,0.86,2.32,2.7,0.92,78.7,91.8,40
"ID1293",325,94,0.848,3.15,2.74,0.92,83.8,104.1,6
"ID1294",326,79,0.867,3.16,4.79,0.92,80.5,97.6,4
"ID1295",327,76,0.839,4.71,4.85,0.92,74.5,100.2,7
"ID1296",328,62,0.892,1.95,2.35,0.92,69.2,76.4,5
"ID1297",329,75,0.87,6.45,2.59,0.92,78.7,105.7,5
"ID1298",330,78,0.916,1.1,2.39,0.92,82.4,83.4,2
"ID1299",331,88,0.843,2.49,3.58,0.92,79.2,94.9,17
"ID13",332,34,0.691,7.61,3.33,0.92,46.1,82.4,5
"ID130",333,44,0.763,7.53,4.92,0.92,60.6,99.9,2
"ID1300",334,73,0.792,3.57,3.69,0.92,77.7,104.7,62
"ID1301",335,100,0.784,3.07,4.07,0.92,77.9,103,72
"ID1302",336,65,0.867,2.51,2.52,0.92,71.5,83.7,5
"ID1303",337,64,0.807,3.07,3.82,0.92,71.9,92.8,70
"ID1304",338,47,0.757,5.08,3.18,0.92,54.7,82.6,6
"ID1305",339,47,0.771,8.49,2.87,0.92,60.3,101.5,10
"ID1306",340,45,0.771,4.24,4.13,0.92,72.4,102.7,4
"ID1307",341,94,0.804,2.84,4.07,0.92,82.2,104.9,72
"ID1308",342,58,0.789,3.44,3.49,0.92,75.5,102.1,71
"ID1309",343,64,0.857,3.25,2.93,0.92,69.8,86.1,4
"ID131",344,63,0.85,3.99,3.39,0.92,72.4,93.1,4
"ID1310",345,70,0.796,3.01,4.15,0.92,65.5,84.8,26
"ID1311",346,82,0.859,2.93,3.79,0.92,79.4,95.8,3
"ID1312",347,65,0.821,5.19,5.36,0.92,70.4,97.2,3
"ID1313",348,83,0.918,1.03,3.31,0.92,79.8,80.2,2
"ID1314",349,63,0.869,13.48,1.65,0.92,63.7,96.8,8
"ID1315",350,77,0.777,3.17,4.47,0.92,64.4,85.9,74
"ID1316",351,63,0.856,9.08,2.94,0.92,66.9,94.2,11
"ID1317",352,105,0.834,2.65,4.14,0.92,83.5,102,20
"ID1318",353,63,0.813,2.68,2.98,0.92,78.8,98.6,67
"ID1319",354,58,0.798,6.33,3.49,0.92,68.1,102.6,6
"ID132",355,83,0.88,1.92,3.46,0.92,76.2,84.8,7
"ID1320",356,53,0.777,3.17,4.47,0.92,64.4,85.9,74
"ID1321",357,80,0.839,2.29,2.33,0.92,72.3,85.6,11
"ID1322",358,82,0.829,2.53,4.46,0.92,74.5,90.4,13
"ID1323",359,74,0.892,1.92,2.41,0.92,76.1,83.9,4
"ID1324",360,84,0.851,2.36,3.16,0.92,80.6,94.9,11
"ID1325",361,78,0.863,2.76,3.87,0.92,78.2,93.3,3
"ID1326",362,5,0.317,14.95,3.02,0.92,18.8,77.5,71
"ID1327",363,89,0.891,1.87,3.31,0.92,84.6,93,3
"ID1328",364,72,0.61,4.81,4.48,0.92,46.8,80.8,32
"ID1329",365,58,0.546,7.19,4.58,0.92,39.9,81.6,6
"ID133",366,43,0.752,4.63,3.61,0.92,48.8,72.7,23
"ID1330",367,6,0.433,48.32,3.83,0.92,27.3,83.4,7
"ID1331",368,33,0.763,6.15,3.87,0.92,47,74.8,35
"ID1332",369,61,0.788,7.2,3.6,0.92,54.7,82.5,6
"ID1333",370,12,0.594,8.57,3.9,0.92,43.8,92.4,69
"ID1334",371,60,0.796,8.02,4.01,0.92,55.2,85.9,6
"ID1335",372,67,0.874,1.93,2.67,0.92,61.1,68.4,5
"ID1336",373,75,0.755,4.07,4.48,0.92,74.2,108,70
"ID1337",374,79,0.868,4.35,2.12,0.92,77.9,97.8,7
"ID1338",375,40,0.793,7.1,3.63,0.92,53.3,82.7,7
"ID1339",376,61,0.82,7.94,3.47,0.92,60.8,91.1,4
"ID134",377,92,0.851,2.17,3.33,0.92,75.8,88.2,52
"ID1340",378,59,0.826,5.45,4.34,0.92,63.8,88.3,5
"ID1341",379,84,0.846,2.15,3.67,0.92,88.7,103.4,15
"ID1342",380,104,0.882,1.56,3.4,0.92,92.1,99.5,17
"ID1343",381,55,0.838,3.68,2.69,0.92,55.4,70.8,3
"ID1344",382,50,0.828,28.41,3.88,0.92,46.9,79.2,14
"ID1345",383,36,0.827,34.05,4.33,0.92,48,87.1,10
"ID1346",384,54,0.828,28.41,3.88,0.92,46.9,79.2,14
"ID1347",385,81,0.863,2.38,3.42,0.92,78.9,91.9,5
"ID1348",386,62,0.797,4.64,3.92,0.92,63.7,89.6,10
"ID1349",387,76,0.905,4.96,1.98,0.92,79.8,98,9
"ID135",388,74,0.899,1.72,4.04,0.92,81.2,87.8,4
"ID1350",389,75,0.874,2.58,3.33,0.92,78.1,91.2,4
"ID1351",390,93,0.866,2.97,3.24,0.92,78.8,94.7,3
"ID1352",391,72,0.851,9.3,3.81,0.92,74.4,107.8,6
