"Species","Time","TFactor","StDev","X","Xspt","Xest","N.0.00","N.0.98"
"Oxyura jamaicensis",1980,0.318,0.131,6,6,6,371,0
"Pandion haliaetus",1980,0.354,0.02,322,321,321,3274,0
"Parula americana",1980,0.393,0.023,336,336,336,3191,22
"Passer domesticus",1980,0.686,0.014,3984,3984,3984,5058,2590
"Anas discors",1980,0.419,0.021,433,432,432,4538,0
"Passerculus sandwichensis",1980,0.526,0.011,2862,2862,2862,5058,1089
"Passerina caerulea",1980,1.351,0.682,4,4,4,318,0
"Passerina cyanea",1980,0.597,0.011,4070,4070,4070,5058,2269
"Perdix perdix",1980,0.2,0.034,36,36,36,763,0
"Perisoreus canadensis",1980,0.308,0.032,94,94,94,938,0
"Petrochelidon pyrrhonota",1980,0.441,0.013,1203,1203,1203,4806,27
"Phalacrocorax auritus",1980,0.319,0.072,20,20,20,866,0
"Phasianus colchicus",1980,0.549,0.015,1623,1623,1623,4829,351
"Pheucticus ludovicianus",1980,0.73,0.015,4459,4459,4459,5058,2970
"Picoides arcticus",1980,0.301,0.029,113,113,113,1363,0
"Anas platyrhynchos",1980,0.516,0.01,3023,3022,3022,5058,514
"Picoides dorsalis",1980,0.384,0.083,22,22,22,864,0
"Picoides pubescens",1980,0.66,0.013,4344,4344,4344,5058,2553
"Picoides villosus",1980,0.526,0.01,3581,3581,3581,5058,741
"Pipilo erythrophthalmus",1980,0.563,0.011,3589,3589,3589,5058,1728
"Piranga olivacea",1980,0.616,0.012,4110,4110,4110.1,5058,1981
"Piranga rubra",1980,0.663,0.385,3,3,3,300,0
"Plegadis falcinellus",1980,0.345,0.053,44,44,44,326,0
"Podilymbus podiceps",1980,0.433,0.033,174,174,174,4376,0
"Poecile atricapillus",1980,1.315,0.043,4907,4907,4906.9,5058,3364
"Poecile hudsonicus",1980,0.429,0.04,122,122,122,1118,0
"Anas platyrhynchos x A. rubripes",1980,0.441,0.053,70,70,70,2835,0
"Polioptila caerulea",1980,0.546,0.019,836,836,836,4410,0
"Pooecetes gramineus",1980,0.501,0.016,1061,1061,1061,4916,0
"Porzana carolina",1980,0.454,0.03,232,232,232,4518,0
"Progne subis",1980,0.447,0.016,906,906,906,4571,1
"Protonotaria citrea",1980,0.509,0.112,21,21,21,1171,0
"Quiscalus major",1980,2.952,2.115,2,2,2,134,0
"Quiscalus quiscula",1980,1.017,0.026,4786,4786,4785.9,5058,3310
"Rallus elegans",1980,0.207,0.093,5,5,5,452,0
"Rallus limicola",1980,0.44,0.021,443,443,443,4875,0
"Rallus longirostris",1980,0.262,0.037,53,53,53,334,0
"Anas rubripes",1980,0.465,0.015,1045,1045,1045,5058,4
"Regulus calendula",1980,0.383,0.029,184,184,184,1675,0
"Regulus satrapa",1980,0.44,0.015,932,932,932,4779,32
"Riparia riparia",1980,0.461,0.011,1880,1877.8,1877.8,5058,0
"Rynchops niger",1980,0.316,0.058,32,32,32,304,0
"Sayornis phoebe",1980,0.597,0.011,4076,4076,4076,5058,2204
"Scolopax minor",1980,0.462,0.011,1811,1811,1811,5058,0
"Seiurus aurocapilla",1980,0.611,0.012,3880,3880,3880,5058,1214
"Seiurus motacilla",1980,0.57,0.019,1005,1005,1005,4581,0
"Seiurus noveboracensis",1980,0.466,0.014,1080,1080,1080,4957,0
"Setophaga ruticilla",1980,0.627,0.012,4109,4109,4109,5058,1559
"Accipiter gentilis",1980,0.461,0.023,417,417,417,4741,0
"Anas strepera",1980,0.317,0.032,101,100,100,1847,0
"Sialia sialis",1980,0.465,0.01,2311,2311,2311,5058,138
"Sitta canadensis",1980,0.486,0.013,1620,1619.8,1619.8,5058,227
"Sitta carolinensis",1980,0.551,0.01,4062,4062,4061.9,5058,2187
"Sphyrapicus varius",1980,0.524,0.013,2098,2098,2098,4661,234
"Spinus pinus",1980,0.4,0.02,389,389,389,4824,0
"Spinus tristis",1980,0.884,0.02,4683,4683,4683,5058,3231
"Spiza americana",1980,0.781,0.785,1,1,1,189,0
"Spizella pallida",1980,0.339,0.075,21,21,21,659,0
"Spizella passerina",1980,0.854,0.019,4647,4647,4647,5058,3185
"Spizella pusilla",1980,0.574,0.011,3719,3719,3719,5058,2002
"Aquila chrysaetos",1980,0.314,0.112,8,8,8,284,0
"Stelgidopteryx serripennis",1980,0.423,0.011,1498,1498,1498,5058,0
"Sterna dougallii",1980,0.212,0.054,16,16,16,304,0
"Sterna forsteri",1980,1.47,1.483,1,1,1,134,0
"Sterna hirundo",1980,0.462,0.045,115,115,115,1066,0
"Sternula antillarum",1980,0.355,0.041,85,84,84,303,0
"Strix varia",1980,0.431,0.014,1030,1030,1030,5058,0
"Sturnella magna",1980,0.577,0.012,3313,3313,3313,5058,1787
"Sturnella neglecta",1980,0.305,0.125,6,6,6,508,0
"Sturnus vulgaris",1980,0.786,0.017,4391,4391,4390.8,5058,3003
"Tachycineta bicolor",1980,0.721,0.014,4435,4435,4435,5058,2329
"Archilochus colubris",1980,0.511,0.01,3344,3344,3344,5058,548
"Thryothorus ludovicianus",1980,0.495,0.031,291,291,291,3055,0
"Toxostoma rufum",1980,0.514,0.01,3168,3168,3168,5058,332
"Tringa semipalmata",1980,0.322,0.052,39,39,39,265,0
"Troglodytes aedon",1980,0.687,0.014,4188,4188,4188,5058,2944
"Troglodytes troglodytes",1980,0.485,0.015,1168,1168,1168,4825,138
"Turdus migratorius",1980,1.471,0.057,4940,4940,4939.8,5058,3341
"Tyrannus tyrannus",1980,0.823,0.018,4579,4579,4578.8,5058,3113
"Tyto alba",1980,0.531,0.049,118,118,118,3204,0
"Vermivora chrysoptera",1980,0.479,0.021,550,550,550,4599,0
"Vermivora chrysoptera x V. pinus",1980,0.647,0.104,39,39,39,1692,0
"Ardea alba",1980,0.529,0.069,62,62,62,551,0
"Vermivora peregrina",1980,0.392,0.076,27,27,27,1013,0
"Vermivora pinus",1980,0.514,0.013,1782,1782,1782,4127,128
"Vermivora pinus x V. chrysoptera",1980,0.588,0.053,125,125,125,3423,0
"Vermivora ruficapilla",1980,0.469,0.013,1417,1417,1417,4782,33
"Vireo flavifrons",1980,0.502,0.013,1622,1622,1622,5021,0
"Vireo gilvus",1980,0.531,0.011,3003,3003,3003,5058,721
"Vireo griseus",1980,0.421,0.034,170,170,170,1321,0
"Vireo olivaceus",1980,1.003,0.025,4777,4777,4777,5058,3205
"Vireo philadelphicus",1980,0.271,0.04,46,46,46,1405,0
"Vireo solitarius",1980,0.538,0.014,1809,1809,1809,4803,215
"Ardea herodias",1980,0.509,0.01,3019,3017.8,3017.8,4925,241
"Wilsonia canadensis",1980,0.483,0.013,1622,1622,1622,5058,77
"Wilsonia citrina",1980,0.473,0.024,401,401,401,3255,0
"Wilsonia pusilla",1980,0.316,0.184,3,3,3,188,0
"Zenaida macroura",1980,0.717,0.015,4179,4179,4179,5058,2789
"Zonotrichia albicollis",1980,0.591,0.014,2221,2221,2221,4972,511
"Asio flammeus",1980,0.315,0.055,33,33,33,1541,0
"Asio otus",1980,0.449,0.051,79,79,79,3608,0
"Aythya affinis",1980,0.55,0.32,3,3,3,219,0
"Aythya americana",1980,2.815,1.169,6,6,6,128,0
"Aythya collaris",1980,0.224,0.033,46,46,46,1515,0
"Accipiter striatus",1980,0.494,0.018,807,807,807,4884,0
"Aythya marila",1980,0.943,0.676,2,2,2,80,0
"Aythya valisineria",1980,NA,NA,1,1,NA,0,0
"Baeolophus bicolor",1980,0.526,0.015,1479,1479,1479,4768,309
"Bartramia longicauda",1980,0.458,0.022,455,455,455,4424,0
"Bombycilla cedrorum",1980,0.938,0.022,4698,4698,4697.9,5058,3008
"Bonasa umbellus",1980,0.53,0.011,2988,2987.8,2987.8,5058,298
"Botaurus lentiginosus",1980,0.407,0.018,508,508,508,4712,0
"Branta canadensis",1980,0.505,0.017,1015,1014,1014,5021,96
"Bubo virginianus",1980,0.485,0.012,1846,1845,1845,5058,0
"Bubulcus ibis",1980,0.706,0.179,16,16,16,413,0
"Actitis macularius",1980,0.489,0.012,1929,1929,1929,5058,4
"Bucephala albeola",1980,0.943,0.676,2,2,2,80,0
"Bucephala clangula",1980,0.28,0.06,22,22,22,698,0
"Buteo jamaicensis",1980,0.516,0.01,3525,3525,3525,5058,1327
"Buteo lineatus",1980,0.421,0.016,666,666,666,5058,0
"Buteo platypterus",1980,0.51,0.013,1874,1874,1874,5058,94
"Butorides virescens",1980,0.481,0.011,2409,2409,2409,5058,207
"Caprimulgus carolinensis",1980,1.13,0.257,20,20,20,257,0
"Caprimulgus vociferus",1980,0.45,0.02,534,534,534,4253,0
"Cardinalis cardinalis",1980,0.623,0.013,3384,3384,3384,5058,1954
"Carpodacus mexicanus",1980,0.55,0.012,2726,2726,2726,5058,715
"Aegolius acadicus",1980,0.406,0.037,124,124,124,3605,0
"Carpodacus purpureus",1980,0.506,0.01,2992,2992,2992,5058,529
"Cathartes aura",1980,0.466,0.011,2044,2044,2044,5058,20
"Catharus bicknelli",1980,0.606,0.105,34,34,34,1038,0
"Catharus fuscescens",1980,0.653,0.013,4084,4084,4084,5058,1662
"Catharus guttatus",1980,0.542,0.013,1992,1992,1992,4975,271
"Catharus ustulatus",1980,0.462,0.019,691,691,691,3878,124
"Certhia americana",1980,0.497,0.012,1942,1942,1942,5058,76
"Chaetura pelagica",1980,0.502,0.01,2988,2988,2988,5058,277
"Charadrius melodus",1980,0.357,0.044,72,71,71,303,0
"Charadrius vociferus",1980,0.614,0.012,3735,3735,3735,5058,1712
"Agelaius phoeniceus",1980,1.078,0.029,4818,4818,4818,5058,3279
"Chlidonias niger",1980,0.309,0.037,72,72,72,1763,0
"Chordeiles minor",1980,0.392,0.019,439,439,439,4850,0
"Circus cyaneus",1980,0.415,0.014,879,879,879,4880,0
"Cistothorus palustris",1980,0.453,0.022,421,421,421,4392,0
"Cistothorus platensis",1980,0.472,0.065,54,54,54,2024,0
"Coccothraustes vespertinus",1980,0.391,0.026,237,237,237,2640,0
"Coccyzus americanus",1980,0.514,0.015,1212,1212,1212,4847,69
"Coccyzus erythropthalmus",1980,0.484,0.012,1857,1857,1857,5058,2
"Colaptes auratus",1980,0.879,0.019,4669,4669,4669,5058,3182
"Colinus virginianus",1980,0.416,0.031,228,228,228,2466,102
"Aix sponsa",1980,0.451,0.011,1833,1833,1833,5058,1
"Columba livia",1980,0.59,0.012,3586,3586,3586,5058,1745
"Contopus cooperi",1980,0.41,0.02,466,466,466,2500,8
"Contopus virens",1980,0.666,0.013,4338,4338,4338,5058,2504
"Corvus brachyrhynchos",1980,0.943,0.022,4723,4723,4722.9,5058,3213
"Corvus corax",1980,0.353,0.021,303,302.8,302.8,2522,0
"Corvus ossifragus",1980,0.474,0.038,200,200,200,1099,34
"Cyanocitta cristata",1980,1.335,0.046,4912,4911.8,4911.7,5058,3344
"Cygnus olor",1980,0.464,0.036,213,213,213,1004,65
"Dendroica caerulescens",1980,0.525,0.014,1667,1667,1667,4706,251
"Dendroica castanea",1980,0.301,0.053,32,32,32,1189,0
"Ammodramus caudacutus",1980,0.326,0.041,68,68,68,334,0
"Dendroica cerulea",1980,0.448,0.028,264,264,264,4159,0
"Dendroica coronata",1980,0.562,0.014,2001,2001,2001,4659,292
"Dendroica discolor",1980,0.477,0.019,699,699,699,3727,0
"Dendroica dominica",1980,NA,NA,3,3,NA,0,0
"Dendroica fusca",1980,0.518,0.014,1646,1646,1646,4841,182
"Dendroica magnolia",1980,0.509,0.014,1613,1613,1613,4789,139
"Dendroica palmarum",1980,NA,NA,1,1,NA,0,0
"Dendroica pensylvanica",1980,0.571,0.011,3493,3493,3493,5058,1005
"Dendroica petechia",1980,0.733,0.015,4361,4361,4361.1,5058,3005
"Dendroica pinus",1980,0.366,0.02,339,339,339,4323,0
"Ammodramus henslowii",1980,0.472,0.026,324,324,324,3730,0
"Dendroica striata",1980,0.35,0.033,115,115,115,1611,0
"Dendroica tigrina",1980,0.321,0.076,18,18,18,820,0
"Dendroica virens",1980,0.539,0.012,2278,2278,2278,5051,258
"Dolichonyx oryzivorus",1980,0.557,0.012,3283,3282.8,3282.8,5058,1490
"Dryocopus pileatus",1980,0.512,0.011,2582,2582,2582,5058,152
"Dumetella carolinensis",1980,0.922,0.021,4687,4687,4687.1,5058,3193
"Egretta caerulea",1980,0.627,0.15,18,18,18,265,0
"Egretta thula",1980,0.366,0.04,90,90,90,324,0
"Egretta tricolor",1980,0.428,0.145,9,9,9,255,0
"Empidonax alnorum",1980,0.458,0.011,1861,1861,1861,5056,4
