"Location","Loc_no","No_spp","Phi_in","Alpha","Wgt_n2","Phi_out","Spnum_in","Spnum_out","Iter"
"ID1064",70,69,0.805,1.54,28.77,0.83,77.4,86.8,6
"ID1065",71,69,0.802,1.62,29.01,0.83,75.7,86.2,7
"ID1066",72,87,0.811,1.21,28.02,0.83,81.8,86.4,3
"ID1067",73,64,0.773,1.76,29.66,0.83,75.2,89.2,3
"ID1068",74,84,0.771,1.82,31.91,0.83,76.2,91.5,4
"ID1069",75,68,0.755,2.02,32.9,0.83,78.3,97.8,3
"ID107",76,88,0.649,3.28,28.39,0.83,65.2,102.6,4
"ID1070",77,99,0.767,1.77,32.55,0.83,80.8,96.5,3
"ID1071",78,52,0.749,2.5,28.58,0.83,61.6,81.9,5
"ID1072",79,53,0.74,2.62,33.72,0.83,62.9,85.2,6
"ID1073",80,58,0.754,2.17,29.53,0.83,72,91.7,4
"ID1074",81,86,0.767,1.95,33.17,0.83,71.3,87.3,4
"ID1075",82,66,0.752,1.96,31.55,0.83,69.4,86,3
"ID1076",83,79,0.794,1.36,28.26,0.83,75.2,82.6,4
"ID1077",84,72,0.802,1.29,30.1,0.83,76,81.9,4
"ID1078",85,77,0.812,1.22,32.29,0.83,79.1,83.6,3
"ID1079",86,80,0.81,1.26,31.15,0.83,80.5,85.7,3
"ID108",87,60,0.668,3.12,30.43,0.83,66.8,102.1,4
"ID1080",88,76,0.807,1.31,36.7,0.83,83.5,89.9,4
"ID1081",89,54,0.787,1.76,26.75,0.83,73.5,86.3,5
"ID1082",90,76,0.795,1.45,31.27,0.83,76.4,85.1,3
"ID1083",91,75,0.799,1.39,32.08,0.83,78.3,86.1,3
"ID1084",92,82,0.808,1.52,26.73,0.83,73.2,81.7,7
"ID1085",93,85,0.793,1.4,33.03,0.83,82.9,91.6,3
"ID1086",94,92,0.794,1.59,30.82,0.83,72.8,82.9,5
"ID1087",95,95,0.776,1.7,32.2,0.83,81.6,95.8,3
"ID1088",96,58,0.748,2.66,30.5,0.83,61.1,82.7,5
"ID1089",97,55,0.741,2.77,31.89,0.83,60.8,83.7,5
"ID1091",98,61,0.733,2.68,33.24,0.83,60.2,82.7,5
"ID1092",99,59,0.754,2.29,29.92,0.83,71.4,92.2,5
"ID1093",100,81,0.809,1.25,31.5,0.83,81.5,86.7,2
"ID1094",101,77,0.811,1.2,30.12,0.83,81.5,85.7,3
"ID1095",102,72,0.773,2.07,30.11,0.83,75.3,93.1,5
"ID1096",103,58,0.736,2.61,31.77,0.83,63.8,86.7,4
"ID1097",104,71,0.753,2.39,28.3,0.83,62.9,82.2,5
"ID1099",105,90,0.759,2.21,30.31,0.83,65.2,83,5
"ID11",106,77,0.66,2.74,29.94,0.83,68.7,101.5,7
"ID110",107,87,0.71,3.54,28.87,0.83,60.3,91.7,5
"ID1100",108,69,0.75,2.16,30.43,0.83,71.5,91.3,3
"ID1101",109,77,0.752,2.15,31.21,0.83,71.8,91.4,4
"ID1102",110,83,0.744,1.99,32.92,0.83,68.9,86.4,4
"ID1103",111,74,0.756,1.72,29.44,0.83,70.2,83.8,6
"ID1104",112,81,0.81,1.25,31.51,0.83,77.3,82.2,3
"ID1105",113,83,0.808,1.25,29.23,0.83,80.5,85.7,3
"ID1106",114,88,0.809,1.22,33.16,0.83,81.5,86.3,3
"ID1107",115,79,0.779,1.82,29.19,0.83,76,90.5,5
"ID1108",116,72,0.755,1.89,26.17,0.83,79.4,97.4,4
"ID1109",117,65,0.749,2.36,29.24,0.83,63.1,82.5,5
"ID111",118,52,0.693,4.02,25.22,0.83,57.8,93.1,5
"ID1110",119,61,0.752,2.34,26.47,0.83,64.5,84,5
"ID1111",120,64,0.752,2.33,29.38,0.83,64.6,84,5
"ID1112",121,71,0.758,2.1,30.94,0.83,63.8,80.3,4
"ID1113",122,69,0.762,2.16,27.11,0.83,66,83.3,5
"ID1114",123,76,0.769,1.9,33.89,0.83,72.4,87.9,4
"ID1115",124,70,0.773,1.91,28.33,0.83,72.5,87.9,5
"ID1116",125,71,0.75,2.04,37.55,0.83,71.2,89.5,3
"ID1117",126,65,0.745,2.02,35.56,0.83,69.9,88,4
"ID1118",127,74,0.775,1.86,30.44,0.83,74.9,90,4
"ID1119",128,52,0.771,1.94,29.37,0.83,73.3,89.4,4
"ID112",129,61,0.671,2.89,34.18,0.83,59.5,88.3,4
"ID1120",130,66,0.771,2.04,26.3,0.83,72.5,89.4,5
"ID1121",131,61,0.752,2.33,26.24,0.83,63.8,82.9,5
"ID1122",132,84,0.775,1.74,28.22,0.83,75.2,88.8,3
"ID1123",133,82,0.776,1.74,31.43,0.83,75.7,89.4,4
"ID1124",134,71,0.753,2.41,30.3,0.83,62.5,82,5
"ID1125",135,75,0.753,2.35,27.85,0.83,62.9,81.9,5
"ID1126",136,64,0.751,2.3,32.46,0.83,62.7,81.4,5
"ID1127",137,57,0.751,2.32,33.37,0.83,63.2,82.1,5
"ID1128",138,85,0.752,2.17,29.59,0.83,71.8,91.6,4
"ID1129",139,57,0.754,2.17,29.53,0.83,72,91.7,4
"ID113",140,41,0.636,4.08,29.04,0.83,57.3,97.2,3
"ID1130",141,99,0.758,2.14,30,0.83,72.2,91.3,4
"ID1131",142,66,0.772,1.88,32.75,0.83,71.5,86.4,4
"ID1132",143,84,0.775,1.86,30.61,0.83,71.9,86.5,5
"ID1134",144,78,0.817,1.15,31.27,0.83,77.2,80.3,3
"ID1135",145,92,0.807,1.24,29.74,0.83,84.6,90,3
"ID1136",146,65,0.781,1.84,28.88,0.83,72.3,86.2,5
"ID1137",147,64,0.752,2.13,30.46,0.83,75.3,95.6,3
"ID1138",148,61,0.744,2.1,30.46,0.83,77.5,98.6,3
"ID1139",149,68,0.737,2.5,27.96,0.83,62.2,83.5,5
"ID114",150,50,0.656,3.19,32.97,0.83,59,91.2,5
"ID1140",151,59,0.742,2.38,29.48,0.83,66.3,87.3,4
"ID1141",152,71,0.767,1.89,34.97,0.83,72.9,88.5,4
"ID1142",153,77,0.728,2.09,31.16,0.83,68.8,88.5,5
"ID1144",154,81,0.81,1.22,34.55,0.83,75.6,80,3
"ID1146",155,80,0.78,1.76,31.92,0.83,79.7,93.9,4
"ID1147",156,94,0.763,2.06,28.69,0.83,73.1,91.1,4
"ID1148",157,68,0.786,1.78,29.08,0.83,73.6,86.7,5
"ID1149",158,66,0.774,1.95,31.4,0.83,71,86.5,5
"ID115",159,56,0.632,3.84,30.74,0.83,55.9,93.9,4
"ID1151",160,59,0.737,2.5,27.96,0.83,62.2,83.5,5
"ID1152",161,71,0.754,2.14,30.92,0.83,64.7,82,4
"ID1153",162,54,0.75,2.36,28.36,0.83,63.1,82.3,5
"ID1154",163,41,0.756,2.01,31.09,0.83,72.1,89.8,3
"ID1155",164,56,0.736,1.97,31.87,0.83,67.4,84.7,5
"ID1156",165,81,0.753,2.09,31.77,0.83,71.9,90.7,4
"ID1157",166,70,0.755,2.07,32.06,0.83,71.9,90.3,4
"ID1158",167,88,0.761,1.98,33.95,0.83,72.6,89.7,4
"ID1159",168,77,0.77,1.58,27.21,0.83,71.5,82.6,5
"ID116",169,36,0.613,5.04,28.46,0.83,54.9,102.5,4
"ID1160",170,83,0.781,1.48,28.81,0.83,72.8,82.1,5
"ID1161",171,79,0.81,1.22,34.55,0.83,75.6,80,3
"ID1162",172,79,0.803,1.35,28.62,0.83,79.3,86.2,3
"ID1163",173,82,0.802,1.37,30.98,0.83,79.2,86.4,3
"ID1164",174,80,0.802,1.37,31.96,0.83,79.1,86.5,4
"ID1165",175,78,0.795,1.5,28.96,0.83,84.6,94.8,4
"ID1166",176,88,0.767,1.96,29.73,0.83,74.3,91.1,4
"ID1167",177,68,0.787,1.74,32.07,0.83,74.2,86.9,5
"ID1168",178,64,0.751,2.32,28.32,0.83,62.7,81.5,5
"ID1169",179,67,0.751,2.19,33.61,0.83,71.9,91.9,4
"ID117",180,52,0.614,4.85,29.67,0.83,54,99.5,4
"ID1170",181,74,0.718,2.25,33.31,0.83,68.1,90.2,5
"ID1171",182,60,0.719,2.2,34.71,0.83,67.1,88.3,5
"ID1172",183,46,0.73,2.07,35.4,0.83,66.7,85.5,5
"ID1173",184,78,0.749,1.78,28.43,0.83,69.2,83.9,6
"ID1174",185,76,0.806,1.25,31.8,0.83,75.2,80.3,3
"ID1175",186,61,0.807,1.26,31.15,0.83,75.1,80.2,3
"ID1176",187,62,0.797,1.54,28.54,0.83,77.5,87.5,5
"ID1177",188,76,0.794,1.62,24.16,0.83,78.6,89.9,5
"ID1179",189,42,0.721,2.8,29.96,0.83,66.1,92.9,4
"ID118",190,52,0.71,3.54,28.87,0.83,60.3,91.7,5
"ID1180",191,60,0.733,2.55,26.97,0.83,65.4,88.6,4
"ID1182",192,53,0.754,2.22,28.32,0.83,63.6,81.4,5
"ID1183",193,62,0.75,2.35,28.26,0.83,62.7,81.8,5
"ID1184",194,83,0.71,2.45,29.74,0.83,68.5,93.8,4
"ID1185",195,74,0.798,1.32,31.47,0.83,74.3,80.6,4
"ID1186",196,81,0.797,1.34,30.58,0.83,74,80.5,3
"ID1187",197,68,0.778,1.86,34.3,0.83,78.7,94.4,5
"ID1188",198,84,0.781,1.78,32.36,0.83,79.4,93.9,4
"ID1189",199,72,0.773,1.9,33.51,0.83,69.6,84.2,4
"ID119",200,65,0.687,3.04,28.83,0.83,63.4,94.2,3
"ID1190",201,93,0.744,2.33,32.1,0.83,70.4,92.2,4
"ID1191",202,117,0.729,2.54,32.61,0.83,69,93.6,3
"ID1192",203,66,0.714,2.9,28.24,0.83,64.3,92,4
"ID1194",204,58,0.719,2.37,31.02,0.83,66.1,88.8,3
"ID1195",205,54,0.723,2.43,27.98,0.83,70.1,94.5,3
"ID1196",206,69,0.71,2.38,33.85,0.83,67.3,91.4,5
"ID1197",207,58,0.722,2.25,31.87,0.83,65.6,86.6,4
"ID1198",208,68,0.779,1.5,29.83,0.83,72.4,82,5
"ID1199",209,71,0.798,1.35,29.73,0.83,73.7,80.4,3
"ID120",210,63,0.697,3.13,29.16,0.83,62.8,93.2,4
"ID1200",211,76,0.772,1.56,30.86,0.83,71.6,82.4,5
"ID1201",212,78,0.805,1.31,30.34,0.83,75.1,81.1,3
"ID1203",213,79,0.801,1.47,32.22,0.83,77,85.7,5
"ID1204",214,67,0.788,1.65,25.87,0.83,81.6,94.2,4
"ID1205",215,105,0.783,1.71,29.7,0.83,80.9,94.6,4
"ID1206",216,78,0.798,1.5,26.77,0.83,72.8,81.5,4
"ID1207",217,84,0.722,2.83,28.65,0.83,63.6,89.5,4
"ID1208",218,47,0.728,2.68,28.43,0.83,61.8,85.2,5
"ID1209",219,62,0.733,2.55,26.97,0.83,65.4,88.6,4
"ID121",220,45,0.647,3.83,28.77,0.83,57.4,94.4,4
"ID1210",221,77,0.761,2.09,29.71,0.83,66.7,83.6,5
"ID1211",222,81,0.761,2.1,28.58,0.83,66.1,83,5
"ID1212",223,61,0.724,2.31,25.96,0.83,65.6,87.2,3
"ID1213",224,64,0.784,1.43,32.17,0.83,73.1,81.8,4
"ID1214",225,79,0.781,1.49,29.65,0.83,72,81.6,4
"ID1215",226,80,0.787,1.52,30.17,0.83,72.7,82.4,2
"ID1217",227,79,0.789,1.69,24.6,0.83,77.9,90.4,5
"ID1218",228,65,0.786,1.68,33,0.83,70.8,82.1,4
"ID1219",229,76,0.733,2.49,35.89,0.83,68.4,92.1,4
"ID122",230,76,0.708,3.43,32.2,0.83,63.2,95.4,5
"ID1220",231,46,0.714,2.83,29.84,0.83,65.2,92.5,4
"ID1221",232,60,0.71,2.97,29.32,0.83,61.8,89.2,4
"ID1222",233,96,0.706,2.67,31.76,0.83,64.7,91,3
"ID1223",234,56,0.711,2.42,30.8,0.83,66.7,90.9,4
"ID1224",235,79,0.717,2.37,31.23,0.83,66.2,89.2,4
"ID1225",236,69,0.751,2.24,29.68,0.83,62.6,80.5,4
"ID1226",237,50,0.748,2.34,28.65,0.83,62.3,81.3,5
"ID1227",238,44,0.707,2.52,31.53,0.83,68.3,94.4,4
"ID1228",239,59,0.733,2.17,27.48,0.83,66.8,86.6,4
"ID1229",240,67,0.78,1.49,29.33,0.83,72.7,82.3,5
"ID123",241,52,0.697,3.95,26.61,0.83,60.1,95.8,5
"ID1230",242,79,0.782,1.47,30.8,0.83,72.8,81.9,5
"ID1231",243,79,0.785,1.44,32.42,0.83,73,81.5,5
"ID1232",244,81,0.781,1.48,30.38,0.83,72.5,81.9,4
"ID1233",245,71,0.798,1.58,33.06,0.83,74.5,84.5,6
"ID1234",246,63,0.803,1.57,32.13,0.83,74.8,84.4,6
"ID1236",247,80,0.781,1.83,33.96,0.83,78.5,93.5,5
"ID1237",248,64,0.792,1.57,26.19,0.83,75.6,85.9,4
"ID1238",249,85,0.79,1.61,32.28,0.83,71.8,82.3,4
"ID1239",250,64,0.719,2.72,33.36,0.83,66.1,92.4,3
"ID124",251,70,0.672,2.77,28.45,0.83,65.2,95.7,5
"ID1240",252,65,0.711,2.42,30.8,0.83,66.7,90.9,4
"ID1241",253,68,0.752,2.17,30.14,0.83,63.6,81,4
"ID1242",254,64,0.752,2.2,30.06,0.83,63.1,80.7,4
"ID1243",255,60,0.727,2.28,32.78,0.83,67,88.5,3
"ID1244",256,91,0.78,1.48,31.8,0.83,72.2,81.6,5
"ID1245",257,74,0.766,1.6,33.3,0.83,71.4,83.2,5
"ID1249",258,77,0.8,1.44,28.9,0.83,75.3,83.3,4
"ID125",259,55,0.686,2.86,29.92,0.83,62.7,91.5,3
"ID1250",260,63,0.798,1.5,30.84,0.83,75.8,84.9,5
"ID1251",261,62,0.799,1.52,33.47,0.83,75.7,85,5
"ID1252",262,90,0.789,1.7,22.74,0.83,78.2,90.9,5
"ID1253",263,76,0.778,1.86,34.3,0.83,78.7,94.4,5
"ID1254",264,86,0.799,1.48,26.4,0.83,74.1,82.7,4
"ID1255",265,69,0.788,1.62,30.3,0.83,70.8,81.4,4
"ID1256",266,73,0.759,2.17,34.1,0.83,70.3,89.1,4
"ID1257",267,56,0.719,2.77,28.75,0.83,61.4,86.1,4
"ID1258",268,53,0.717,2.54,30.93,0.83,66.3,91.1,3
"ID1259",269,97,0.715,2.48,32.19,0.83,66.7,91,3
"ID126",270,59,0.688,3.33,31.62,0.83,61,92.6,5
"ID1260",271,59,0.719,2.37,31.02,0.83,66.1,88.8,3
"ID1261",272,59,0.758,2.08,28.53,0.83,64.3,80.7,4
"ID1262",273,37,0.773,1.69,30.17,0.83,73.2,86,3
"ID1263",274,79,0.787,1.49,29.49,0.83,73.5,82.9,3
"ID1264",275,84,0.794,1.42,30.13,0.83,74.1,82.2,3
"ID1265",276,69,0.727,2.43,29.27,0.83,71,95.4,3
"ID1266",277,79,0.801,1.58,32.33,0.83,74,83.8,6
"ID1268",278,81,0.781,1.83,34.2,0.83,78.1,93,5
"ID1269",279,70,0.779,1.8,30.66,0.83,76.5,90.9,4
"ID127",280,27,0.654,3.22,29.22,0.83,59.3,92.4,4
"ID1270",281,85,0.789,1.63,26.27,0.83,76.1,87.5,4
"ID1271",282,45,0.766,2.03,33.84,0.83,70.5,87.3,4
"ID1272",283,59,0.749,2.27,37.31,0.83,69.3,89.6,4
"ID1273",284,36,0.709,2.98,28.14,0.83,63.3,91.6,4
"ID1274",285,42,0.707,2.99,28.92,0.83,62.8,91.1,4
"ID1275",286,77,0.819,1.13,31.58,0.83,76.6,79.1,3
"ID1276",287,85,0.826,1.04,32.87,0.83,77.1,78,3
"ID1277",288,80,0.748,2.05,28.43,0.83,69.3,87.3,3
"ID1278",289,78,0.723,2.41,28.91,0.83,68,91.5,3
"ID1279",290,74,0.731,2.26,26.54,0.83,68.2,89.5,3
"ID128",291,54,0.713,3.18,30.36,0.83,63.8,93.7,5
"ID1280",292,54,0.78,1.74,30.18,0.83,72.1,84.8,4
"ID1281",293,76,0.74,2.28,26.83,0.83,70,91.6,3
"ID1282",294,82,0.748,2,32.2,0.83,70.9,88.8,4
"ID1283",295,77,0.77,1.66,28.76,0.83,71,83.2,4
"ID1284",296,12,0.747,1.8,31.91,0.83,69.3,84.4,5
"ID1285",297,81,0.825,1.06,29.31,0.83,74.8,75.9,3
"ID1286",298,80,0.815,1.2,28.26,0.83,72.5,76.2,4
"ID1287",299,65,0.749,2.28,29.75,0.83,71.3,92.6,4
"ID1288",300,70,0.754,1.87,31.26,0.83,72.2,88.4,4
"ID1289",301,68,0.76,1.79,28.33,0.83,71.9,86.5,4
"ID129",302,53,0.697,3.95,26.61,0.83,60.1,95.8,5
"ID1290",303,65,0.768,1.72,32.35,0.83,70.1,83.1,4
"ID1291",304,80,0.825,1.06,29.31,0.83,74.8,75.9,3
"ID1292",305,64,0.755,2.35,28.74,0.83,71.1,92.4,5
"ID1293",306,79,0.747,2.18,30.45,0.83,71.4,91.7,3
"ID1294",307,75,0.825,1.07,29.29,0.83,74.9,76.1,3
"ID1295",308,74,0.815,1.21,30.49,0.83,72.7,76.6,4
"ID1296",309,69,0.806,1.35,30.35,0.83,71.8,77.9,4
"ID1297",310,62,0.757,1.89,31.68,0.83,72.8,89.1,4
"ID1298",311,68,0.787,1.7,28.45,0.83,78.1,90.9,5
"ID1299",312,83,0.78,1.85,33.49,0.83,77.7,93,5
"ID13",313,55,0.674,3.41,29.51,0.83,64.3,100.1,3
"ID130",314,32,0.696,4.07,26.97,0.83,59.7,96.2,5
"ID1300",315,71,0.778,1.9,34.04,0.83,77.1,92.9,5
"ID1301",316,91,0.777,1.9,34.11,0.83,76.5,92.4,5
"ID1302",317,78,0.786,1.68,26.54,0.83,76.3,88.6,4
"ID1303",318,58,0.709,2.42,28.24,0.83,66.6,90.9,5
"ID1304",319,53,0.718,2.39,32.48,0.83,65.8,88.8,4
"ID1305",320,51,0.739,2.24,31.01,0.83,64.2,83.4,3
"ID1306",321,54,0.748,2.3,29.86,0.83,62.3,80.9,4
"ID1307",322,90,0.743,2.35,27.93,0.83,72,94.5,4
"ID1308",323,68,0.72,2.61,24.89,0.83,70.1,96.7,3
"ID1309",324,75,0.781,1.49,28.47,0.83,72.4,81.9,5
"ID131",325,68,0.67,2.85,33.11,0.83,64.5,95.6,5
"ID1310",326,67,0.753,1.85,28.27,0.83,69.2,84.5,4
"ID1311",327,90,0.827,1.04,31.5,0.83,79.3,80.1,3
"ID1312",328,76,0.828,1.02,31.75,0.83,78.5,78.8,2
"ID1313",329,83,0.76,1.87,34.8,0.83,73.1,89.1,3
"ID1314",330,71,0.75,1.9,30.67,0.83,71.6,88.2,5
"ID1315",331,89,0.746,1.95,29.58,0.83,69.2,86.2,4
"ID1316",332,83,0.828,1.02,32.8,0.83,77.7,78.2,3
"ID1317",333,87,0.804,1.34,30.11,0.83,74.9,81.3,3
"ID1318",334,76,0.8,1.38,29.3,0.83,75,82.1,3
"ID1319",335,67,0.75,1.88,32.85,0.83,72.5,89.2,5
"ID132",336,52,0.682,3.02,27.44,0.83,62.7,93.4,3
"ID1320",337,84,0.746,1.95,29.58,0.83,69.2,86.2,4
"ID1321",338,88,0.827,1.03,31.32,0.83,78.5,79.1,3
"ID1322",339,87,0.794,1.34,27.22,0.83,75.5,82.5,4
"ID1323",340,85,0.812,1.21,27.42,0.83,79.3,83.6,3
"ID1324",341,72,0.814,1.22,25.52,0.83,80.2,84.7,4
"ID1326",342,15,0.615,3.55,30.84,0.83,58,96.9,5
"ID1327",343,78,0.774,1.6,30.18,0.83,73.6,85.3,4
"ID1328",344,78,0.614,3.55,30.42,0.83,58,97.1,5
"ID1329",345,57,0.615,3.55,30.29,0.83,58,97,5
"ID133",346,52,0.677,2.81,33.26,0.83,63.6,93.1,4
"ID1330",347,13,0.615,3.55,30.39,0.83,58,97,5
"ID1331",348,40,0.656,3.19,32.16,0.83,61.3,95.3,4
"ID1332",349,68,0.633,3.41,32.11,0.83,59.2,96,5
"ID1333",350,30,0.725,2.43,33.06,0.83,65.6,88.3,3
"ID1334",351,76,0.691,3.47,31.56,0.83,61.9,95.5,4
"ID1335",352,70,0.667,4.48,29.35,0.83,56.7,96.2,6
"ID1336",353,57,0.665,3.11,31.97,0.83,62.3,95.4,4
"ID1337",354,71,0.688,3.13,32.62,0.83,64.3,96.7,3
"ID1338",355,43,0.691,3.36,32.39,0.83,62.9,96.2,3
"ID1339",356,75,0.673,5.06,35.49,0.83,55.7,98,6
"ID134",357,79,0.703,2.84,30.24,0.83,60.2,86.3,3
"ID1340",358,66,0.687,4.02,31.06,0.83,57.9,93.8,5
"ID1341",359,65,0.683,3.06,30.93,0.83,64,95.9,4
"ID1342",360,61,0.685,3.08,32.38,0.83,64.3,96.3,3
"ID1343",361,55,0.683,3.6,33.02,0.83,61,96.1,3
"ID1344",362,54,0.668,4.82,34.75,0.83,55.2,96.5,5
"ID1345",363,41,0.664,5.1,35.12,0.83,54.3,97,5
"ID1346",364,44,0.668,4.82,34.75,0.83,55.2,96.5,5
"ID1347",365,71,0.763,1.75,28.42,0.83,72.6,86.8,5
"ID1348",366,68,0.745,1.88,30.19,0.83,68.2,84.1,5
"ID1349",367,79,0.829,1.02,32.7,0.83,78.1,78.4,2
"ID135",368,57,0.703,2.72,29.43,0.83,60.3,85.4,4
"ID1350",369,71,0.827,1.05,30.93,0.83,76.2,77.1,3
"ID1351",370,69,0.822,1.11,29.44,0.83,73.6,75.7,3
"ID1352",371,53,0.789,1.7,31.52,0.83,71.4,83,5
"ID1353",372,59,0.795,1.5,31.65,0.83,72.9,81.8,4
"ID1354",373,60,0.788,1.58,28.3,0.83,72.8,83.2,4
"ID1355",374,76,0.757,1.81,31.49,0.83,72.7,87.9,5
"ID1356",375,62,0.759,1.81,30.5,0.83,72.1,87.1,5
"ID1357",376,59,0.753,1.85,28.27,0.83,69.2,84.5,4
"ID1358",377,103,0.829,1.02,30.63,0.83,79,79.3,2
"ID1359",378,64,0.828,1.03,31,0.83,77.8,78.3,3
"ID136",379,54,0.661,3.22,31.47,0.83,59,91.2,4
"ID1360",380,65,0.827,1.04,29.6,0.83,76,76.7,3
"ID1361",381,85,0.803,1.39,31.11,0.83,72.8,79.8,4
"ID1362",382,89,0.765,1.88,33.65,0.83,72.5,88.1,3
"ID1363",383,62,0.759,1.81,30.5,0.83,72.1,87.1,5
"ID1364",384,66,0.827,1.03,30.34,0.83,79.2,79.8,2
"ID1365",385,90,0.808,1.29,31.38,0.83,77.5,83.2,4
"ID1366",386,51,0.617,3.53,31.13,0.83,58.4,97.2,5
"ID1367",387,69,0.822,1.08,25.38,0.83,78.8,80.5,3
"ID1368",388,84,0.813,1.24,27.45,0.83,78.7,83.4,4
"ID1369",389,87,0.748,1.99,35.18,0.83,73.5,91.9,4
"ID137",390,62,0.624,4.14,27.55,0.83,57.2,99.3,4
"ID1370",391,84,0.794,1.34,27.22,0.83,75.5,82.5,4
