"Location","Loc_no","No_spp","Phi_in","Alpha","Wgt_n2","Phi_out","Spnum_in","Spnum_out","Iter"
"ID1225",236,69,0.835,2.95,2.92,0.92,64.2,79.6,11
"ID1226",237,50,0.874,2.43,2.22,0.92,52.1,60.4,5
"ID1227",238,44,0.713,5.99,3.7,0.92,60.3,99.9,28
"ID1228",239,59,0.773,4.34,4.67,0.92,61.9,87.9,12
"ID1229",240,67,0.853,2.52,3.02,0.92,72.8,86.6,10
"ID123",241,52,0.776,6.05,3.75,0.92,49,73.9,4
"ID1230",242,79,0.84,2.58,4.19,0.92,74.7,90.4,16
"ID1231",243,79,0.873,2.08,3.49,0.92,79.8,90.5,8
"ID1232",244,81,0.863,2.44,3.7,0.92,79.3,92.8,7
"ID1233",245,71,0.898,1.84,3.06,0.92,70.3,76.7,5
"ID1234",246,63,0.898,2.67,3.05,0.92,70.8,80.9,6
"ID1236",247,80,0.857,3.3,2.97,0.92,79.4,97.7,3
"ID1237",248,64,0.84,4.14,3.59,0.92,69.5,91.2,5
"ID1238",249,85,0.862,2.79,3.7,0.92,76.5,91.5,3
"ID1239",250,64,0.788,13.28,4.09,0.92,61.8,106.1,5
"ID124",251,70,0.786,5.09,3.72,0.92,73.4,106,9
"ID1240",252,65,0.775,6.97,3.61,0.92,61.7,95,3
"ID1241",253,68,0.859,3.08,4.07,0.92,65.1,79.2,4
"ID1242",254,64,0.843,3.18,3.59,0.92,66.2,82.9,17
"ID1243",255,60,0.804,5.33,4.86,0.92,66.1,94.4,2
"ID1244",256,91,0.87,1.89,4.08,0.92,83.2,93.3,8
"ID1245",257,74,0.86,3.34,3.12,0.92,72.3,88.6,4
"ID1249",258,77,0.867,3.36,3.89,0.92,72.7,88.9,4
"ID125",259,55,0.791,5.53,2.95,0.92,67.6,101.4,55
"ID1250",260,63,0.867,3.21,3.62,0.92,69.2,84.1,3
"ID1251",261,62,0.876,2.79,3.52,0.92,66,77.8,4
"ID1252",262,90,0.875,2.21,4.25,0.92,84.1,95.9,3
"ID1253",263,76,0.857,3.62,3.51,0.92,72,90.1,3
"ID1254",264,86,0.914,1.15,3.2,0.92,85.3,86.9,3
"ID1255",265,69,0.851,4.2,4.36,0.92,69.4,89.6,3
"ID1256",266,73,0.834,3.41,3.33,0.92,70.3,89.6,7
"ID1257",267,56,0.802,5.24,4.18,0.92,54.9,77.6,3
"ID1258",268,53,0.764,4.46,3.61,0.92,71.1,104.4,69
"ID1259",269,97,0.776,3.81,3.86,0.92,79.2,110.5,73
"ID126",270,59,0.801,4.66,4.47,0.92,61.1,85.9,8
"ID1260",271,59,0.78,4.08,3.64,0.92,63.9,89.8,20
"ID1261",272,59,0.853,4.07,3.92,0.92,65.8,84.5,5
"ID1262",273,37,0.771,4.72,2.97,0.92,60.1,88.6,12
"ID1263",274,79,0.889,2.15,4.62,0.92,80,89.7,4
"ID1264",275,84,0.891,2.1,3.52,0.92,80.7,90.1,4
"ID1265",276,69,0.827,4.78,3.45,0.92,69.4,95.2,7
"ID1266",277,79,0.845,3.62,4.82,0.92,74.4,94.7,5
"ID1268",278,81,0.839,2.77,3.98,0.92,78.2,95.8,14
"ID1269",279,70,0.854,7.79,3.38,0.92,72.9,101.7,8
"ID127",280,27,0.629,12.14,3.82,0.92,42.1,92.2,5
"ID1270",281,85,0.827,3.28,4.4,0.92,77.9,99.8,18
"ID1271",282,45,0.809,6.57,3.75,0.92,57.4,84.4,4
"ID1272",283,59,0.863,7.54,2.78,0.92,60.2,82.7,7
"ID1273",284,36,0.725,7.41,4.29,0.92,45,77,8
"ID1274",285,42,0.728,4.99,3.66,0.92,46.2,72.7,69
"ID1275",286,77,0.871,3.05,4.76,0.92,80.1,96.2,3
"ID1276",287,85,0.881,2.2,3.9,0.92,80.9,91.8,3
"ID1277",288,80,0.837,2.54,2.76,0.92,77.2,93.2,19
"ID1278",289,78,0.854,3.05,2.78,0.92,75.7,92.7,3
"ID1279",290,74,0.828,4.71,4.87,0.92,74.9,101.6,5
"ID128",291,54,0.813,3.32,4.56,0.92,66.5,86.5,32
"ID1280",292,54,0.829,7.34,2.81,0.92,63.7,96,11
"ID1281",293,76,0.835,3.86,3.59,0.92,72.5,94.2,2
"ID1282",294,82,0.856,2.8,3.35,0.92,79.6,95.9,7
"ID1283",295,77,0.872,2.16,3.33,0.92,76.8,87.7,4
"ID1284",296,12,0.58,5.56,2.18,0.92,37.8,75.2,48
"ID1285",297,81,0.902,1.57,4.04,0.92,78.2,83.3,3
"ID1286",298,80,0.88,1.77,2.26,0.92,75,82.6,6
"ID1287",299,65,0.835,4.13,4.44,0.92,69.6,91.9,5
"ID1288",300,70,0.839,3.21,3.42,0.92,69.7,87.5,6
"ID1289",301,68,0.847,2.75,3.94,0.92,71.7,87,8
"ID129",302,53,0.776,6.05,3.75,0.92,49,73.9,4
"ID1290",303,65,0.882,4.11,2.68,0.92,68.3,84.4,6
"ID1291",304,80,0.902,1.57,4.04,0.92,78.2,83.3,3
"ID1292",305,64,0.857,4.03,2.7,0.92,65.8,83.9,4
"ID1293",306,79,0.871,4.32,2.74,0.92,71.5,90.3,5
"ID1294",307,75,0.894,1.76,4.79,0.92,75.9,82.6,3
"ID1295",308,74,0.858,2.76,4.85,0.92,72.5,87.1,6
"ID1296",309,69,0.897,1.69,2.43,0.92,71.4,77,4
"ID1297",310,62,0.833,7.33,2.59,0.92,63.6,91.9,5
"ID1298",311,68,0.863,7.03,3.22,0.92,69.5,95,6
"ID1299",312,83,0.855,2.59,3.56,0.92,80.4,95.8,13
"ID13",313,55,0.81,9.55,3.8,0.92,59.1,93.6,4
"ID130",314,32,0.755,7.94,4.92,0.92,48.4,79.7,3
"ID1300",315,71,0.842,4.14,4.48,0.92,79.1,103.1,5
"ID1301",316,91,0.87,2.34,3.62,0.92,79.1,91.4,5
"ID1302",317,78,0.847,2.74,2.8,0.92,80.1,97.3,33
"ID1303",318,58,0.769,4.89,3.97,0.92,60.7,89.4,10
"ID1304",319,53,0.807,3.62,3.33,0.92,65,86.3,7
"ID1305",320,51,0.825,6.95,3.18,0.92,62.8,94.1,17
"ID1306",321,54,0.791,4.48,4.13,0.92,59.4,83.9,15
"ID1307",322,90,0.843,2.44,3.9,0.92,76.9,91.9,50
"ID1308",323,68,0.851,2.61,3.3,0.92,78.4,94.1,12
"ID1309",324,75,0.845,2.99,3.92,0.92,72.7,89.5,7
"ID131",325,68,0.804,5.28,3.39,0.92,72.7,103.4,2
"ID1310",326,67,0.829,3.82,3.83,0.92,72.6,94.9,7
"ID1311",327,90,0.885,2.23,3.79,0.92,91.1,103,4
"ID1312",328,76,0.859,3.07,5.36,0.92,75.9,92.5,5
"ID1313",329,83,0.89,1.75,2.72,0.92,76.7,83.6,3
"ID1314",330,71,0.9,1.37,1.65,0.92,69.7,73.2,4
"ID1315",331,89,0.832,2.71,4.47,0.92,77.5,95.2,27
"ID1316",332,83,0.895,1.79,2.94,0.92,78.9,85.9,3
"ID1317",333,87,0.865,1.93,4.14,0.92,77.7,87.7,17
"ID1318",334,76,0.874,1.9,2.92,0.92,77,86.2,12
"ID1319",335,67,0.825,4.71,3.49,0.92,71.8,97.7,6
"ID132",336,52,0.818,3.48,3.5,0.92,60.7,79.3,33
"ID1320",337,84,0.832,2.71,4.47,0.92,77.5,95.2,27
"ID1321",338,88,0.892,1.53,2.33,0.92,82.7,88.6,6
"ID1322",339,87,0.922,0.95,3.86,0.92,85.1,84.5,2
"ID1323",340,85,0.903,1.48,2.83,0.92,81.7,86.4,3
"ID1324",341,72,0.873,2.69,3.16,0.92,73.4,86.3,3
"ID1326",342,15,0.43,16.54,3.07,0.92,24,90.5,71
"ID1327",343,78,0.89,2.35,3.77,0.92,81,91.8,4
"ID1328",344,78,0.624,4.79,4.11,0.92,54.1,92.2,62
"ID1329",345,57,0.532,7.84,4,0.92,43.2,92.7,21
"ID133",346,52,0.759,6.16,3.63,0.92,53.8,84.3,10
"ID1330",347,13,0.445,8.35,3.82,0.92,32.2,80.7,9
"ID1331",348,40,0.767,5.47,3.82,0.92,52.7,79.4,7
"ID1332",349,68,0.789,4.37,3.6,0.92,59,82.3,4
"ID1333",350,30,0.746,4.58,4.64,0.92,61.7,92.9,71
"ID1334",351,76,0.774,5.22,4.07,0.92,65.2,97.2,12
"ID1335",352,70,0.831,2.36,3.25,0.92,59.5,71.5,28
"ID1336",353,57,0.778,4.32,3.97,0.92,66.7,95.2,12
"ID1337",354,71,0.847,7,2.12,0.92,72.8,102.6,7
"ID1338",355,43,0.78,7.46,3.58,0.92,63.2,99.8,4
"ID1339",356,75,0.822,5.9,3.57,0.92,69.9,97.3,5
"ID134",357,79,0.835,2.48,3.25,0.92,66.5,80.3,67
"ID1340",358,66,0.792,7.5,4.71,0.92,59.5,91.3,4
"ID1341",359,65,0.77,5.93,4.08,0.92,70,107,8
"ID1342",360,61,0.81,5.58,3.25,0.92,71.3,102.5,5
"ID1343",361,55,0.81,5.96,2.56,0.92,63.7,92.1,4
"ID1344",362,54,0.858,103.62,3.47,0.92,47.2,95.2,15
"ID1345",363,41,0.822,41.34,4.15,0.92,49.2,94.5,14
"ID1346",364,44,0.858,103.62,3.47,0.92,47.2,95.2,15
"ID1347",365,71,0.865,2.66,3.42,0.92,72.3,85.5,3
"ID1348",366,68,0.835,3.05,3.54,0.92,67,83.3,5
"ID1349",367,79,0.913,1.82,1.98,0.92,81.9,88,101
"ID135",368,57,0.815,4.32,4.04,0.92,68,92,3
"ID1350",369,71,0.901,1.68,3.33,0.92,74,79.5,4
"ID1351",370,69,0.884,2.46,3.24,0.92,74.5,85.5,4
"ID1352",371,53,0.833,6.88,3.76,0.92,62.8,90.7,4
"ID1353",372,59,0.825,3.44,3.59,0.92,69,89.5,58
"ID1354",373,60,0.837,3.93,3.91,0.92,67.4,88,5
"ID1355",374,76,0.821,3.99,5.37,0.92,69.7,91.7,4
"ID1356",375,62,0.83,2.93,4.21,0.92,68.3,84.9,5
"ID1357",376,59,0.829,3.82,3.83,0.92,72.6,94.9,7
"ID1358",377,103,0.899,1.58,3.84,0.92,95.3,102,3
"ID1359",378,64,0.877,2.55,2.85,0.92,71.8,83.4,4
"ID136",379,54,0.739,5.17,5.25,0.92,59.2,89.6,6
"ID1360",380,65,0.856,3.04,3.64,0.92,72.7,88.9,5
"ID1361",381,85,0.903,1.26,2.53,0.92,79.8,82.8,9
"ID1362",382,89,0.903,1.36,2.67,0.92,82.6,86.5,4
"ID1363",383,62,0.83,2.93,4.21,0.92,68.3,84.9,5
"ID1364",384,66,0.887,3.51,2.85,0.92,72,86.4,7
"ID1365",385,90,0.882,2.34,3.54,0.92,88.1,100.7,3
"ID1366",386,51,0.583,5.47,3.83,0.92,49.2,92.1,67
"ID1367",387,69,0.876,2.72,4.37,0.92,78.9,92.5,3
"ID1368",388,84,0.875,2.67,3.4,0.92,84.1,98.7,6
"ID1369",389,87,0.834,2.1,3.76,0.92,75.7,89.1,12
"ID137",390,62,0.782,4.43,3.47,0.92,60.1,85.8,24
"ID1370",391,84,0.922,0.95,3.86,0.92,85.1,84.5,2
