"Species","Time","TFactor","StDev","X","Xspt","Xest","N.0.00","N.0.98"
"Phoenicurus ochruros",1985,1.919,0.649,628,628,626.7,628,491
"Phoenicurus phoenicurus",1985,0.654,0.037,564,564,564,628,368
"Phylloscopus collybita",1985,1.479,0.227,624,624,623.8,628,491
"Phylloscopus sibilatrix",1985,0.64,0.036,557,557,557,628,354
"Phylloscopus trochiloides",1985,0.38,0.135,8,8,8,369,0
"Phylloscopus trochilus",1985,1.133,0.106,616,616,616,628,491
"Pica pica",1985,0.784,0.05,589,589,589,628,474
"Picoides tridactylus",1985,5.759,0.973,38,38,38,260,0
"Picus canus",1985,0.532,0.029,428,428,428,628,11
"Anas querquedula",1985,0.552,0.041,188,188,188,628,0
"Picus viridis",1985,0.645,0.037,564,564,564,628,431
"Platalea leucorodia",1985,NA,NA,3,3,NA,0,0
"Podiceps cristatus",1985,0.588,0.033,375,375,375,628,0
"Podiceps grisegena",1985,0.443,0.098,21,21,21,553,0
"Podiceps nigricollis",1985,0.635,0.044,219,219,219,628,0
"Porzana parva",1985,0.835,0.301,8,8,8,376,0
"Porzana porzana",1985,0.718,0.095,58,58,58,628,0
"Prunella collaris",1985,0.156,0.07,5,5,5,294,0
"Prunella modularis",1985,0.912,0.065,603,603,603,628,480
"Pyrrhula pyrrhula",1985,0.663,0.038,562,562,562,628,419
"Anas strepera",1985,0.713,0.052,198,198,198,628,0
"Rallus aquaticus",1985,0.564,0.041,199,199,199,628,0
"Recurvirostra avosetta",1985,0.75,0.537,2,2,2,121,0
"Regulus ignicapillus",1985,0.58,0.033,376,376,376,628,11
"Regulus regulus",1985,0.712,0.042,575,575,575,628,407
"Remiz pendulinus",1985,0.535,0.033,295,295,295,628,0
"Riparia riparia",1985,0.557,0.037,246,246,246,628,0
"Saxicola rubetra",1985,0.631,0.035,543,543,543,628,313
"Saxicola torquata",1985,0.662,0.048,227,227,227,628,0
"Scolopax rusticola",1985,0.447,0.028,282,282,282,628,0
"Serinus serinus",1985,1.411,0.194,623,623,622.9,628,491
"Anser anser",1985,1.74,0.256,48,48,48,527,0
"Sitta europaea",1985,1.355,0.171,622,622,621.9,628,491
"Sterna hirundo",1985,1.552,0.193,69,69,69,624,0
"Streptopelia decaocto",1985,1.087,0.095,614,614,614,628,491
"Streptopelia turtur",1985,0.866,0.059,598,598,598,628,465
"Strix aluco",1985,0.613,0.034,550,550,550,628,328
"Strix uralensis",1985,187.976,110.192,4,4,4,22,0
"Sturnus vulgaris",1985,1.559,0.274,625,625,624.6,628,491
"Sylvia atricapilla",1985,1.774,0.463,627,627,626.1,628,491
"Sylvia borin",1985,0.682,0.04,573,573,573,628,477
"Sylvia communis",1985,1.088,0.096,614,614,614,628,491
"Anthus campestris",1985,0.343,0.078,20,20,20,508,0
"Sylvia curruca",1985,1.135,0.106,616,616,616,628,491
"Sylvia nisoria",1985,0.415,0.031,186,186,186,628,0
"Tachybaptus ruficollis",1985,0.565,0.03,431,431,431,628,10
"Tetrao tetrix",1985,0.338,0.036,95,95,95,600,0
"Tetrao urogallus",1985,0.53,0.083,42,42,42,450,0
"Tringa ochropus",1985,0.921,0.147,40,40,40,624,0
"Tringa totanus",1985,0.988,0.12,72,72,72,628,0
"Troglodytes troglodytes",1985,1.225,0.129,619,619,619,628,491
"Turdus iliacus",1985,0.356,0.074,24,24,24,628,0
"Turdus merula",1985,1.919,0.649,628,628,626.7,628,491
"Accipiter nisus",1985,0.684,0.04,572,572,572,628,444
"Anthus pratensis",1985,0.491,0.03,323,323,323,628,49
"Turdus philomelos",1985,1.656,0.347,626,626,625.4,628,491
"Turdus pilaris",1985,0.777,0.047,580,580,580,628,355
"Turdus torquatus",1985,0.461,0.056,72,72,72,501,0
"Turdus viscivorus",1985,0.627,0.035,523,523,523,628,223
"Tyto alba",1985,0.464,0.028,313,313,313,628,0
"Upupa epops",1985,0.887,0.092,97,97,97,628,0
"Vanellus vanellus",1985,0.661,0.038,563,563,563,628,369
"Anthus spinoletta",1985,0.206,0.056,14,14,14,303,0
"Anthus trivialis",1985,0.999,0.079,609,609,609,628,488
"Apus apus",1985,0.923,0.067,604,604,604,628,490
"Aquila pomarina",1985,0.395,0.106,14,14,14,494,0
"Ardea cinerea",1985,0.649,0.042,251,251,251,628,0
"Ardea purpurea",1985,2.561,0.83,10,10,10,196,0
"Asio flammeus",1985,1.436,0.656,5,5,5,237,0
"Asio otus",1985,0.501,0.026,498,498,498,628,161
"Athene noctua",1985,0.52,0.028,428,428,428,628,0
"Acrocephalus arundinaceus",1985,0.517,0.035,238,238,238,628,0
"Aythya ferina",1985,0.557,0.031,388,388,388,628,8
"Aythya fuligula",1985,0.537,0.029,441,441,441,628,37
"Aythya nyroca",1985,0.644,0.153,18,18,18,536,0
"Bonasa bonasia",1985,1.227,0.162,68,68,68,419,0
"Botaurus stellaris",1985,0.62,0.093,46,46,46,628,0
"Bubo bubo",1985,0.462,0.026,393,393,393,628,43
"Bucephala clangula",1985,2.109,0.459,22,22,22,437,0
"Burhinus oedicnemus",1985,NA,NA,2,2,NA,0,0
"Buteo buteo",1985,1.774,0.463,627,627,626.1,628,491
"Caprimulgus europaeus",1985,0.54,0.046,145,145,145,628,0
"Acrocephalus palustris",1985,0.599,0.033,542,542,542,628,280
"Carduelis cannabina",1985,0.737,0.044,578,578,578,628,374
"Carduelis carduelis",1985,1.191,0.12,618,618,618,628,491
"Carduelis chloris",1985,1.774,0.463,627,627,626.1,628,491
"Carduelis flammea",1985,0.476,0.032,248,248,248,628,3
"Carduelis spinus",1985,0.487,0.026,460,460,460,628,203
"Carpodacus erythrinus",1985,0.337,0.034,102,102,102,626,0
"Certhia brachydactyla",1985,0.513,0.028,407,407,407,628,2
"Certhia familiaris",1985,0.63,0.035,555,555,555,628,314
"Charadrius dubius",1985,0.551,0.031,361,361,361,628,0
"Charadrius morinellus",1985,0.149,0.105,2,2,2,274,0
"Acrocephalus schoenobaenus",1985,0.572,0.036,277,277,277,628,0
"Chlidonias niger",1985,0.74,0.092,66,66,66,628,0
"Ciconia ciconia",1985,0.672,0.038,429,429,429,628,50
"Ciconia nigra",1985,0.534,0.031,390,390,390,628,104
"Cinclus cinclus",1985,0.459,0.026,390,390,390,628,92
"Circus aeruginosus",1985,0.536,0.03,372,372,372,628,24
"Circus cyaneus",1985,0.692,0.054,173,173,173,628,0
"Circus pygargus",1985,0.591,0.088,46,46,46,626,0
"Coccothraustes coccothraustes",1985,0.604,0.033,546,546,546,628,364
"Columba livia",1985,0.512,0.027,490,490,490,628,192
"Columba oenas",1985,0.453,0.028,314,314,314,628,5
"Acrocephalus scirpaceus",1985,0.512,0.027,434,434,434,628,17
"Columba palumbus",1985,1.192,0.12,618,618,618,628,491
"Coracius garrulus",1985,4.394,1.114,17,17,17,215,0
"Corvus corax",1985,0.313,0.02,284,284,284,628,139
"Corvus corone",1985,0.797,0.051,591,591,591,628,462
"Corvus frugilegus",1985,0.397,0.044,85,85,85,624,0
"Corvus monedula",1985,0.472,0.027,400,400,400,628,107
"Coturnix coturnix",1985,0.628,0.034,434,434,434,628,18
"Crex crex",1985,0.428,0.032,200,200,200,628,0
"Cuculus canorus",1985,1.226,0.129,619,619,619,628,491
"Cygnus olor",1985,0.517,0.028,450,450,450,628,100
"Actitis hypoleucos",1985,0.55,0.036,258,258,258,628,0
"Delichon urbica",1985,1.774,0.464,627,627,626.1,628,491
"Dendrocopos leucotos",1985,1.943,0.326,37,37,37,287,0
"Dendrocopos major",1985,1.354,0.171,622,622,621.9,628,491
"Dendrocopos medius",1985,0.645,0.05,178,178,178,628,0
"Dendrocopos minor",1985,0.513,0.027,453,453,453,628,37
"Dendrocopos syriacus",1985,1.225,0.221,33,33,33,355,0
"Dryocopus martius",1985,0.703,0.041,575,575,575,628,435
"Egretta garzetta",1985,NA,NA,1,1,NA,0,0
"Emberiza citrinella",1985,1.919,0.649,628,628,626.7,628,491
"Emberiza hortulana",1985,0.331,0.048,48,48,48,625,0
"Aegithalos caudatus",1985,0.674,0.039,570,570,570,628,441
"Emberiza schoeniclus",1985,0.547,0.029,462,462,462,628,44
"Erithacus rubecula",1985,1.412,0.194,623,623,622.8,628,491
"Falco cherrug",1985,1.782,0.509,13,13,13,121,0
"Falco peregrinus",1985,0.293,0.061,24,24,24,528,0
"Falco subbuteo",1985,0.594,0.042,216,216,216,628,0
"Falco tinnunculus",1985,1.108,0.1,615,615,615,628,491
"Falco vespertinus",1985,0.317,0.185,3,3,3,182,0
"Ficedula albicollis",1985,0.627,0.039,301,301,301,628,0
"Ficedula hypoleuca",1985,0.371,0.022,326,326,326,628,70
"Ficedula parva",1985,0.429,0.036,148,148,148,628,0
"Aegolius funereus",1985,0.426,0.036,146,146,146,628,0
"Fringilla coelebs",1985,1.774,0.463,627,627,626.1,628,491
"Fulica atra",1985,0.59,0.032,501,501,501,628,191
"Galerida cristata",1985,0.506,0.032,279,279,279,628,0
"Gallinago gallinago",1985,0.527,0.032,307,307,307,628,0
"Gallinula chloropus",1985,0.539,0.029,416,416,416,628,26
"Garrulus glandarius",1985,1.108,0.1,615,615,615,628,491
"Glaucidium passerinum",1985,1.051,0.099,127,127,127,628,0
"Grus grus",1985,0.222,0.085,7,7,7,228,0
"Haliaeetus albicilla",1985,0.505,0.125,17,17,17,328,0
"Himantopus himantopus",1985,1.18,0.597,4,4,4,208,0
