"Species","Time","TFactor","StDev","X","Xspt","Xest","N.0.00","N.0.98"
"Parus palustris",2001,0.731,0.044,579,579,579,628,404
"Passer domesticus",2001,1.379,0.194,624,624,623.8,628,550
"Passer montanus",2001,0.771,0.049,592,592,592,628,497
"Anas crecca",2001,0.76,0.055,200,200,200,628,0
"Perdix perdix",2001,0.685,0.038,492,492,492,628,55
"Pernis apivorus",2001,0.648,0.035,390,390,390,628,0
"Phalacrocorax carbo",2001,0.834,0.085,100,100,100,628,0
"Phasianus colchicus",2001,0.704,0.041,559,559,559,628,339
"Phoenicurus ochruros",2001,1.646,0.387,627,627,626.2,628,550
"Phoenicurus phoenicurus",2001,0.828,0.055,597,597,597,628,479
"Phylloscopus collybita",2001,1.452,0.232,625,625,624.7,628,550
"Phylloscopus sibilatrix",2001,0.754,0.045,580,580,580,628,332
"Phylloscopus trochiloides",2001,0.242,0.092,7,7,7,393,0
"Phylloscopus trochilus",2001,1.128,0.108,618,618,618,628,533
"Anas penelope",2001,0.496,0.251,4,4,4,254,0
"Pica pica",2001,0.881,0.062,604,604,604,628,527
"Picoides tridactylus",2001,1.778,0.316,33,33,33,329,0
"Picus canus",2001,0.616,0.034,433,433,433,628,8
"Picus viridis",2001,0.761,0.047,588,588,588,628,398
"Platalea leucorodia",2001,NA,NA,12,12,NA,0,0
"Podiceps cristatus",2001,0.693,0.039,358,358,358,628,0
"Podiceps grisegena",2001,0.508,0.12,18,18,18,617,0
"Podiceps nigricollis",2001,0.808,0.069,142,142,142,628,0
"Porzana parva",2001,1.023,0.177,34,34,34,622,0
"Porzana porzana",2001,1.073,0.131,69,69,69,611,0
"Anas platyrhynchos",2001,0.944,0.072,609,609,609,628,545
"Porzana pusilla",2001,0.773,0.554,2,2,2,106,0
"Prunella collaris",2001,0.191,0.078,6,6,6,401,0
"Prunella modularis",2001,1.022,0.084,613,613,613,628,498
"Pyrrhula pyrrhula",2001,0.639,0.036,560,560,560,628,436
"Rallus aquaticus",2001,0.741,0.046,280,280,280,628,0
"Recurvirostra avosetta",2001,NA,NA,6,6,NA,0,0
"Regulus ignicapillus",2001,0.639,0.035,486,486,486,628,124
"Regulus regulus",2001,0.741,0.045,583,583,583,628,428
"Remiz pendulinus",2001,0.634,0.041,272,272,272,628,0
"Riparia riparia",2001,0.675,0.05,194,194,194,628,0
"Anas querquedula",2001,0.702,0.052,194,194,194,628,0
"Saxicola rubetra",2001,0.611,0.034,525,525,525,628,285
"Saxicola torquata",2001,0.662,0.043,288,288,288,628,0
"Scolopax rusticola",2001,0.581,0.035,318,318,318,628,0
"Serinus serinus",2001,1.451,0.232,625,625,624.7,628,550
"Sitta europaea",2001,1.646,0.387,627,627,626.2,628,550
"Sterna albifrons",2001,NA,NA,3,3,NA,0,0
"Sterna hirundo",2001,1.561,0.187,79,79,79,544,0
"Streptopelia decaocto",2001,0.958,0.074,610,610,610,628,550
"Streptopelia turtur",2001,0.823,0.054,596,596,596,628,432
"Strix aluco",2001,0.669,0.038,563,563,563,628,300
"Anas strepera",2001,0.829,0.053,273,273,273,628,0
"Strix uralensis",2001,264.958,83.751,18,18,18,61,0
"Sturnus vulgaris",2001,1.451,0.232,625,625,624.7,628,550
"Sylvia atricapilla",2001,1.646,0.387,627,627,626.2,628,550
"Sylvia borin",2001,0.736,0.044,582,582,582,628,428
"Sylvia communis",2001,1.074,0.096,616,616,616,628,546
"Sylvia curruca",2001,1.031,0.087,614,614,614,628,538
"Sylvia nisoria",2001,0.518,0.039,197,197,197,628,0
"Syrmaticus reevesii",2001,1.823,0.833,5,5,5,150,0
"Tachybaptus ruficollis",2001,0.674,0.036,423,423,423,628,0
"Tadorna tadorna",2001,2.62,0.846,10,10,10,198,0
"Accipiter nisus",2001,0.834,0.056,599,599,599,628,510
"Anser anser",2001,1.018,0.104,99,99,99,628,0
"Tetrao tetrix",2001,0.335,0.044,62,62,62,475,0
"Tetrao urogallus",2001,0.848,0.154,31,31,31,493,0
"Tringa ochropus",2001,0.673,0.059,134,134,134,628,0
"Tringa totanus",2001,1.475,0.189,66,66,66,618,0
"Troglodytes troglodytes",2001,1.453,0.232,625,625,624.7,628,539
"Turdus iliacus",2001,0.391,0.088,20,20,20,597,0
"Turdus merula",2001,1.646,0.387,627,627,626.2,628,550
"Turdus philomelos",2001,1.646,0.387,627,627,626.2,628,550
"Turdus pilaris",2001,0.864,0.057,590,590,590,628,375
"Turdus torquatus",2001,0.507,0.062,70,70,70,614,0
"Anthus campestris",2001,0.262,0.071,14,14,14,444,0
"Turdus viscivorus",2001,0.786,0.049,586,586,586,628,380
"Tyto alba",2001,0.623,0.043,240,240,240,628,3
"Upupa epops",2001,0.921,0.086,120,120,120,628,0
"Vanellus vanellus",2001,0.673,0.037,511,511,511,628,89
"Anthus pratensis",2001,0.556,0.034,335,335,335,628,33
"Anthus spinoletta",2001,0.234,0.068,12,12,12,413,0
"Anthus trivialis",2001,0.895,0.063,604,604,604,628,466
"Apus apus",2001,1.02,0.084,613,613,613,628,499
"Aquila heliaca",2001,NA,NA,4,4,NA,0,0
"Aquila pomarina",2001,0.539,0.141,15,15,15,297,0
"Ardea cinerea",2001,0.647,0.035,398,398,398,628,0
"Ardea purpurea",2001,1.989,0.464,19,19,19,299,0
"Acrocephalus arundinaceus",2001,0.641,0.042,252,252,252,628,0
"Asio flammeus",2001,0.774,0.216,13,13,13,540,0
"Asio otus",2001,0.65,0.034,492,492,492,628,12
"Athene noctua",2001,0.518,0.042,168,168,168,628,0
"Aythya ferina",2001,0.74,0.043,354,354,354,628,0
"Aythya fuligula",2001,0.601,0.032,449,449,449,628,0
"Aythya nyroca",2001,1.623,0.588,8,8,8,131,0
"Bonasa bonasia",2001,0.775,0.097,70,70,70,526,0
"Botaurus stellaris",2001,0.716,0.089,66,66,66,628,0
"Bubo bubo",2001,0.504,0.028,397,397,397,628,2
"Bucephala clangula",2001,0.951,0.143,45,45,45,623,0
"Acrocephalus paludicola",2001,3.462,1.608,5,5,5,105,0
"Buteo buteo",2001,1.54,0.291,626,626,625.5,628,550
"Caprimulgus europaeus",2001,0.631,0.067,91,91,91,628,0
"Carduelis cannabina",2001,0.88,0.061,602,602,602,628,483
"Carduelis carduelis",2001,1.319,0.168,623,623,622.9,628,550
"Carduelis chloris",2001,1.778,0.546,628,628,626.8,628,550
"Carduelis flammea",2001,0.524,0.034,278,278,278,628,0
"Carduelis spinus",2001,0.531,0.029,473,473,473,628,127
"Carpodacus erythrinus",2001,0.4,0.037,124,124,124,622,0
"Certhia brachydactyla",2001,0.612,0.034,436,436,436,628,26
"Certhia familiaris",2001,0.805,0.052,594,594,594,628,443
"Acrocephalus palustris",2001,0.725,0.043,576,576,576,628,363
"Charadrius dubius",2001,0.628,0.035,375,375,375,628,0
"Charadrius morinellus",2001,0.223,0.225,1,1,1,122,0
"Chlidonias hybridus",2001,2.366,1.215,4,4,4,136,0
"Chlidonias niger",2001,0.793,0.116,48,48,48,628,0
"Ciconia ciconia",2001,0.731,0.042,450,450,450,628,85
"Ciconia nigra",2001,0.587,0.032,494,494,494,628,221
"Cinclus cinclus",2001,0.499,0.028,406,406,406,628,141
"Circus aeruginosus",2001,0.643,0.035,495,495,495,628,98
"Circus cyaneus",2001,0.525,0.041,167,167,167,628,0
"Circus pygargus",2001,0.672,0.067,106,106,106,628,0
"Acrocephalus schoenobaenus",2001,0.76,0.045,337,337,337,628,3
"Coccothraustes coccothraustes",2001,0.786,0.05,591,591,591,628,444
"Columba livia",2001,0.616,0.033,496,496,496,628,95
"Columba oenas",2001,0.581,0.032,434,434,434,628,54
"Columba palumbus",2001,1.538,0.291,626,626,625.5,628,550
"Corvus corax",2001,0.732,0.043,566,566,566,628,327
"Corvus corone",2001,0.716,0.042,576,576,576,628,389
"Corvus frugilegus",2001,0.44,0.053,71,71,71,628,0
"Corvus monedula",2001,0.548,0.034,285,285,285,628,0
"Coturnix coturnix",2001,0.747,0.046,587,587,587,628,446
"Crex crex",2001,0.487,0.029,387,387,387,628,184
"Acrocephalus scirpaceus",2001,0.655,0.035,452,452,452,628,43
"Cuculus canorus",2001,1.381,0.195,624,624,623.8,628,550
"Cygnus olor",2001,0.62,0.034,449,449,449,628,19
"Delichon urbica",2001,1.646,0.387,627,627,626.2,628,550
"Dendrocopos leucotos",2001,4.015,0.687,36,36,36,391,0
"Dendrocopos major",2001,1.646,0.387,627,627,626.2,628,550
"Dendrocopos medius",2001,0.889,0.059,250,250,250,628,0
"Dendrocopos minor",2001,0.628,0.033,497,497,497,628,23
"Dendrocopos syriacus",2001,2.276,0.271,76,76,76,430,0
"Dryocopus martius",2001,0.84,0.056,599,599,599,628,475
"Egretta alba",2001,1.249,0.181,49,49,49,628,0
"Actitis hypoleucos",2001,0.645,0.042,259,259,259,628,0
"Egretta garzetta",2001,9.545,3.003,11,11,11,114,0
"Emberiza citrinella",2001,1.778,0.546,628,628,626.8,628,550
"Emberiza hortulana",2001,0.388,0.062,40,40,40,620,0
"Emberiza schoeniclus",2001,0.679,0.037,500,500,500,628,54
"Erithacus rubecula",2001,1.646,0.387,627,627,626.2,628,550
"Falco cherrug",2001,0.677,0.172,16,16,16,283,0
"Falco peregrinus",2001,0.342,0.052,45,45,45,581,0
"Falco subbuteo",2001,0.764,0.052,274,274,274,628,0
"Falco tinnunculus",2001,1.379,0.194,624,624,623.8,628,550
"Ficedula albicollis",2001,0.763,0.047,331,331,331,628,0
"Aegithalos caudatus",2001,0.806,0.051,591,591,591,628,426
"Ficedula hypoleuca",2001,0.421,0.025,341,341,341,628,91
"Ficedula parva",2001,0.527,0.041,174,174,174,628,0
"Fringilla coelebs",2001,1.778,0.546,628,628,626.8,628,550
"Fulica atra",2001,0.666,0.037,500,500,500,628,118
"Galerida cristata",2001,0.791,0.074,120,120,120,628,0
"Gallinago gallinago",2001,0.581,0.04,240,240,240,628,0
"Gallinula chloropus",2001,0.663,0.036,422,422,422,628,13
"Garrulus glandarius",2001,1.452,0.232,625,625,624.7,628,550
"Gavia arctica",2001,0.313,0.223,2,2,2,148,0
"Glaucidium passerinum",2001,0.566,0.038,246,246,246,628,0
